@RELATION Edge_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
7.015,8.0764,8.1951,5.6024,3.7843,5.7483,2.9735,2.1416,5.7091,2.682,2.8805,13.4266,3.3542,14.2677,6.7995,7.3439,165
7.4559,10.341,11.8392,7.9453,6.0157,7.1124,3.4957,1.4535,3.064,1.7244,2.143,11.0062,3.9453,11.0842,5.8172,5.5571,19
6.8617,9.9369,11.9248,8.213,6.2727,7.3397,3.4618,1.1161,2.5779,1.5911,2.1867,11.4896,4.4067,11.4934,5.8082,5.3198,19
6.864,9.0505,10.5243,7.5076,5.9319,7.1522,3.7054,1.9896,3.9872,2.4367,2.7031,10.2809,3.6893,10.7992,6.9248,6.4533,154
6.6326,10.3031,13.1373,8.9993,7.0889,7.6903,4.0056,1.4888,2.8472,1.8008,2.191,9.9435,3.819,9.8589,5.3031,4.8906,93
7.8303,9.4869,10.3079,7.0565,5.5443,6.7116,3.912,2.467,4.6021,2.7692,2.7812,9.8205,3.6855,10.1294,6.4868,6.4088,118
7.8399,9.3714,10.0407,6.9361,5.4096,6.6156,3.9916,2.8098,4.9329,2.9572,2.901,9.4667,3.6631,9.7957,6.5892,6.6796,118
14.4884,13.3418,10.1472,4.6658,2.9156,3.6257,2.0058,1.4162,3.3056,1.3394,1.5143,13.9899,2.5197,12.8611,6.2192,5.6444,107
6.1418,7.6115,8.3458,5.9586,4.4277,6.6242,3.1694,1.9306,4.3719,2.1301,2.6657,12.9391,4.2362,14.2762,7.6836,7.4874,59
7.1185,8.5458,9.2116,6.7185,5.248,6.8589,4.0094,2.7747,5.2035,2.6766,2.5604,11.0767,2.8766,11.6417,6.5128,6.9663,125
7.4191,9.3634,10.0945,6.7527,5.0516,6.3773,3.2147,1.8103,3.9413,2.2258,2.6625,11.511,3.8762,11.9878,7.0258,6.686,199
7.0235,8.4066,8.3638,6.1983,4.0368,6.4258,3.9314,3.4377,7.329,3.4106,3.0641,11.1361,2.7835,11.4612,6.0636,6.9281,114
7.3926,8.7109,9.0677,7.4373,5.71,7.5075,5.3552,5.0924,7.2338,3.7691,3.2235,7.5245,2.7198,7.2781,5.5251,6.4526,169
8.8591,9.1374,8.4954,5.5652,3.5716,5.4492,3.3851,3.0131,6.3812,3.1742,2.983,11.2334,3.0041,12.1502,6.5665,7.0313,186
7.6801,7.8475,7.3569,5.156,3.3934,5.5298,2.6754,1.654,5.3698,2.1109,2.3392,16.0118,3.0158,17.3861,5.9908,6.4825,128
7.9695,8.3832,8.3155,5.888,4.3868,6.2194,3.5634,2.592,5.3363,2.5912,2.7772,11.6898,3.48,12.7214,6.6088,7.4775,135
7.6195,9.457,9.9534,7.0307,5.2697,6.6433,4.0255,3.2903,5.6811,3.2256,2.9451,9.0965,2.9595,9.1152,6.6241,7.0635,87
7.4975,8.7813,8.6388,5.6506,3.88,5.9418,3.0099,1.9819,4.7349,1.921,2.2755,13.4503,3.621,14.3586,6.9281,7.3289,108
6.1426,7.6741,8.2513,6.2836,4.6041,6.722,3.8052,3.1909,6.3804,3.2451,3.1097,10.7671,3.5389,11.3556,7.1338,7.7956,174
7.9296,8.9192,8.953,5.8628,4.1919,6.3253,3.073,1.6122,3.7926,1.3903,1.9605,13.67,3.8377,14.9138,6.871,6.6971,108
7.302,9.7282,11.2445,8.2592,6.5165,7.8184,4.431,2.9455,5.156,2.594,2.2703,8.6291,2.7931,8.8758,5.5026,5.9341,181
7.3794,9.3817,10.057,6.5353,4.7984,6.4175,2.9877,1.5486,3.9102,1.9559,2.4206,12.5385,3.809,12.6625,6.8241,6.7735,26
10.406,11.2908,10.4755,6.0849,4.3202,5.456,2.5247,1.0578,2.7101,1.2787,1.8194,13.0128,3.5637,13.3036,6.6067,6.0892,92
6.2504,8.7955,10.5813,7.7141,6.138,7.5247,3.9047,1.8821,3.7627,2.292,2.7359,10.6788,4.051,10.8384,6.6269,6.2236,14
7.7036,9.3145,10.0402,6.944,5.2807,6.8625,3.5308,2.0267,3.9788,2.2648,2.6374,10.783,3.8121,11.3348,6.9163,6.57,162
7.9521,9.3746,9.8648,6.4773,4.8003,6.1571,3.0216,1.4622,3.4505,1.7659,2.2022,12.9785,3.5435,13.65,6.919,6.3802,16
7.443,9.7404,10.9361,7.2327,5.537,6.6821,3.2484,1.485,3.7002,2.1103,2.4504,11.2544,3.7464,11.6897,6.6598,6.084,123
13.9078,12.1361,8.6944,3.9739,2.3129,3.0837,1.747,1.3454,3.496,1.7785,2.0287,15.5399,2.993,13.0051,6.2324,7.7251,155
8.6427,8.4805,7.8376,5.1871,3.5178,5.3023,2.5775,1.3508,4.4305,1.6499,1.9917,16.1408,2.9893,17.5176,6.0672,6.3168,128
7.7077,8.8303,8.3206,6.0105,3.8271,6.1609,3.9564,3.8345,7.3361,3.4621,3.0482,10.7213,2.882,10.9478,6.1341,6.8202,192
6.6833,8.2605,8.3251,6.4872,4.1649,6.8272,4.2124,3.8731,7.6633,3.5583,3.0622,10.8212,2.5642,10.9498,5.762,6.7855,114
7.9805,8.6526,8.0944,6.0966,4.078,6.6613,4.9329,4.6901,7.9501,4.0996,3.3755,10.0298,2.6759,9.6469,5.2313,5.8048,161
6.751,9.0567,10.6384,7.6148,6.045,7.1313,3.8482,2.2742,4.3184,2.6928,2.8323,9.7627,3.5766,10.164,6.7883,6.5054,154
7.1658,8.4892,8.6467,6.6267,4.9006,6.8604,4.4755,3.9837,6.9916,3.3037,2.8215,10.2298,2.7382,10.1958,5.882,6.6889,171
15.0127,12.7052,9.441,4.3162,2.6154,3.404,1.8331,1.1081,3.0028,1.0707,1.2181,15.2228,2.3711,14.6944,6.8848,5.0997,0
7.1035,8.46,8.4248,6.1638,4.0959,6.384,3.9078,3.4809,7.1715,3.3642,2.98,11.0176,2.7346,11.4061,6.2095,7.0958,114
11.3902,11.4542,10.2296,5.7295,3.9688,5.0872,2.5419,1.3097,3.0561,1.353,1.7673,13.2743,3.2921,13.5494,6.4284,5.5682,92
7.1545,8.1074,7.9344,5.3155,3.4753,5.5806,2.9628,2.1896,5.9835,2.782,2.9403,13.3648,3.4244,14.6172,6.7448,7.4229,165
7.0276,8.7783,9.64,6.7111,5.1034,6.6556,3.5286,2.1923,4.7943,2.6028,2.8221,11.1729,3.486,11.5444,6.9348,7.0056,134
8.4521,9.1224,8.6361,5.6075,3.8351,5.4327,3.2862,2.8311,6.2617,2.8162,2.6842,11.6414,3.0326,12.5196,6.6396,7.2014,109
9.7339,10.2704,9.393,5.5178,3.6359,5.0347,2.8861,2.2647,5.0803,2.3779,2.2971,12.6219,2.8116,13.1379,6.4559,6.4811,113
6.3898,7.6266,7.9868,5.9391,4.2213,6.2559,3.588,2.7555,6.4707,2.9003,2.7854,12.3087,2.9432,13.9936,6.5018,7.3333,129
10.8425,11.7946,10.8281,6.1031,4.1536,5.0252,2.5055,1.5519,3.6939,1.7569,2.0352,11.9056,3.0125,11.9885,6.3847,6.4182,133
14.9175,12.3754,9.1655,4.2191,2.57,3.4106,1.7651,1.0873,2.9509,1.0277,1.18,15.4829,2.3643,15.4208,7.1115,4.9514,0
9.63,10.1554,9.6029,5.8709,4.2082,5.3448,2.8936,1.8079,4.1556,2.2041,2.371,12.0183,3.1486,12.6031,6.986,6.9996,63
14.8459,12.8115,9.641,4.4245,2.65,3.4277,1.8486,1.1594,3.1114,1.164,1.3067,14.5135,2.3561,14.5861,6.991,5.1626,0
16.0546,13.968,10.3268,4.5107,2.6314,3.3195,1.6564,0.7601,2.3648,0.5782,0.7403,14.9804,1.9377,14.6004,6.7453,4.8254,0
10.1203,10.083,9.2117,5.88,3.9205,5.2811,3.3205,2.9026,6.0515,3.1181,2.7668,9.7295,2.5455,11.0672,6.547,7.4549,124
5.7684,7.0235,7.5669,5.9337,4.3947,7.0026,3.5074,2.737,5.6861,2.7904,3.1594,11.944,4.1549,12.4928,7.7369,8.1013,18
8.5069,9.3868,9.0188,6.4566,4.2616,6.3871,4.2108,3.8344,7.0508,3.5597,2.8959,9.8971,2.2867,10.0718,5.7224,6.4526,178
7.6214,9.9819,11.196,7.5099,5.7463,6.5934,3.8057,2.5367,4.7997,2.9926,2.852,8.9043,3.2802,9.1963,6.5161,6.4675,206
13.7525,11.9739,8.5611,3.9533,2.313,3.0732,1.7625,1.3502,3.6041,1.7515,2.0021,16.0877,2.8876,13.128,6.2059,7.5935,155
6.3566,7.8965,8.7883,6.772,5.3647,7.3553,3.9708,2.9411,5.7647,3.1954,2.9866,10.1138,3.198,10.4659,7.1149,7.7153,152
7.6685,8.9431,8.9123,6.1968,4.2177,5.9879,3.6618,3.2636,6.4737,3.2413,3.0244,10.4575,3.0463,11.0288,6.6144,7.2619,163
7.0721,9.2716,10.4167,7.2207,5.5089,7.0644,3.7218,1.8723,3.6659,2.1481,2.6358,11.1891,4.1124,11.4668,6.5285,6.1049,81
7.8194,10.0928,10.8399,6.7123,4.8779,5.9548,2.7819,1.4069,3.8777,1.9762,2.2919,12.1595,3.5384,12.5316,6.6266,6.5121,37
6.5616,8.3979,10.0538,7.7159,6.4238,7.7528,4.5484,2.8665,4.8834,3.1775,3.0214,8.7212,3.4833,8.9335,6.6658,6.7933,132
10.7971,12.0082,11.2378,6.2809,4.3201,5.0582,2.5299,1.4029,3.3524,1.632,1.9887,11.8764,3.1266,11.8382,6.2728,6.2777,133
6.9622,8.6778,9.5713,6.728,5.123,6.8735,3.5014,2.0354,4.1075,2.2156,2.6978,11.6033,4.0048,12.2024,6.9685,6.7276,61
8.7682,9.4232,9.0105,5.8788,4.1071,5.7123,3.4779,2.8494,5.6861,2.7788,2.5151,11.5675,2.7438,12.0673,6.401,7.0132,112
8.5786,9.495,9.1723,5.9109,4.0863,5.6861,3.3709,2.4992,5.6031,2.8489,2.761,12.0043,2.8801,12.1364,6.298,6.669,111
15.2311,14.4002,11.2583,4.9989,2.9784,3.4924,1.6865,0.6042,2.1552,0.5598,0.7533,14.9501,2.051,14.3463,5.9214,4.6129,0
7.2639,8.8779,9.6002,6.6272,4.9451,6.5555,3.5568,2.4099,5.147,2.7979,2.9038,10.7508,3.3554,11.0885,6.9442,7.1758,134
14.632,12.5328,9.5763,4.4938,2.7285,3.5407,1.9638,1.2829,3.2443,1.2232,1.337,14.6799,2.2623,14.5341,6.8828,5.0856,0
6.0497,8.5175,10.7653,7.8119,6.1641,7.5561,3.5823,1.1227,2.679,1.7174,2.5614,12.0406,4.1577,12.5713,6.8314,5.8715,205
7.8775,9.3685,9.9375,6.8843,5.2606,6.9352,3.5105,2.1285,4.1181,2.3101,2.585,10.6454,3.6589,11.2553,6.8676,6.6571,162
6.5829,7.8037,8.2757,5.9784,4.3614,6.268,3.4287,2.2533,5.4745,2.5069,2.6352,13.1035,3.1116,14.4525,6.6354,7.1285,129
13.7552,12.0865,9.5489,4.5813,2.8083,3.6164,1.9865,1.2807,3.3711,1.3097,1.4233,15.5853,2.4192,14.8521,6.5315,4.844,0
7.0513,8.3811,8.2449,6.1884,3.9777,6.4947,4.1056,3.7383,7.5535,3.528,3.1077,11.0409,2.6975,11.2696,5.8461,6.7748,114
7.6737,12.5221,17.3111,12.7237,10.618,11.5601,5.9056,1.1866,1.8709,0.7821,0.7071,5.6311,0.9517,5.2574,2.4556,2.8431,13
8.6194,9.5405,9.1528,5.9403,4.0094,5.6901,3.3208,2.5209,5.7385,2.9573,2.8059,11.5878,2.9054,11.8889,6.4263,6.8959,111
8.9039,9.3583,8.56,5.957,3.6032,5.9643,4.245,3.8843,7.2034,3.9435,3.3646,9.8114,2.7557,10.4084,5.8284,6.2087,185
6.2839,9.4635,11.9043,8.3098,6.6456,7.2078,3.6756,1.4381,3.3552,2.2186,2.5266,10.5147,3.8552,10.5691,6.278,5.7541,151
13.8561,12.8794,9.9393,4.6744,2.9083,3.6574,2.082,1.557,3.5063,1.4867,1.636,14.3037,2.46,13.19,6.2491,5.6142,107
13.2957,12.07,9.341,4.4542,2.6623,3.6943,1.9077,1.3172,3.4556,1.4202,1.6764,15.1814,2.7965,14.4218,6.3765,5.9292,188
6.126,9.1923,11.7119,8.3923,6.7812,7.4314,3.8726,1.452,3.0958,2.0368,2.46,10.7812,4.0543,10.8925,6.1756,5.5442,151
6.299,7.6472,8.2109,5.7983,4.3281,6.4751,3.2167,2.1402,4.7366,2.286,2.7687,12.5641,4.1602,13.885,7.7107,7.7731,59
7.6419,8.7499,8.7619,6.5068,4.439,6.4329,4.0627,3.7447,7.1248,3.5051,2.9554,10.1487,2.4357,10.3839,6.0824,7.0241,64
6.4671,7.8901,8.6426,6.6962,5.284,7.3762,4.1196,3.2694,6.0648,3.247,2.9717,9.8123,3.0804,10.2754,6.9975,7.8057,152
6.1531,7.7289,8.109,6.459,4.6216,7.0889,4.2204,3.8597,7.014,3.466,3.2031,10.5475,3.0197,10.5823,6.4821,7.4447,187
14.7154,13.6333,10.8747,5.0426,3.0707,3.5903,1.764,0.6244,2.14,0.5836,0.7961,15.3686,2.1296,14.9397,6.1792,4.5477,0
8.0838,9.5482,9.6039,6.5028,4.5207,6.1255,3.7017,3.1904,6.0257,3.2752,2.9777,9.6327,3.0465,9.9163,6.7066,7.1423,25
6.2623,7.8727,9.1995,7.0967,5.6565,7.4216,4.056,2.6704,5.144,3.1407,3.1434,9.9955,3.5911,10.3352,7.0888,7.3256,89
9.2507,9.6966,9.0092,5.7306,3.4927,5.4287,3.2199,2.8055,6.3483,3.1293,2.8561,11.3073,2.6932,11.8034,6.2013,7.0272,91
8.9546,9.091,8.4448,5.0041,3.3719,4.7874,2.5953,1.7235,4.281,1.8179,2.0791,17.1964,3.0915,15.3454,6.2212,5.9948,198
9.4291,9.4854,8.2923,5.7258,3.457,5.7019,4.4317,4.1889,7.1744,4.1618,3.7113,9.9986,2.7488,10.1278,5.5164,5.8488,184
14.8497,13.8074,10.9464,5.0407,3.0854,3.6345,1.8059,0.6143,2.1548,0.5597,0.7713,15.5129,2.1844,14.6199,6.0082,4.4045,0
6.6809,8.0322,8.7871,6.9122,5.501,7.4619,4.4667,3.718,6.3014,3.3331,3.0278,9.1032,2.941,9.3554,6.7083,7.6697,152
14.878,12.3619,9.245,4.2782,2.5992,3.4074,1.8047,1.1744,3.0949,1.1265,1.249,15.2224,2.3612,15.1603,6.9956,5.0414,0
9.9835,10.0543,9.1949,5.4281,3.6274,5.0396,2.9583,2.2562,4.8904,2.155,2.1566,13.7377,2.8142,13.6199,6.0982,5.9858,113
6.8004,9.9336,12.1301,8.1509,6.2025,7.0515,3.5319,1.6466,3.8714,2.3628,2.5408,10.0291,3.6204,10.1525,6.1338,5.8418,153
15.2913,14.0839,11.0724,5.1527,3.1917,3.6379,1.7015,0.5006,1.874,0.4784,0.7433,14.6708,2.2149,14.1716,6.3623,4.8526,0
14.4895,13.2797,10.4146,4.8563,2.9983,3.7601,1.917,0.8767,2.4871,0.799,0.9825,15.2518,2.2091,14.6769,6.2691,4.7325,0
7.2797,9.5647,10.9801,7.6488,5.9845,6.926,4.0081,2.6313,4.8507,3.0789,2.895,8.797,3.2879,9.0928,6.523,6.4513,206
10.2159,10.2698,9.0686,5.3349,3.5269,4.9656,2.9948,2.477,5.043,2.4246,2.423,13.2644,2.8382,12.6905,6.2768,6.186,170
9.1435,9.6137,8.7432,5.9519,3.6134,6.0139,4.425,4.1172,7.2287,4.0434,3.4291,9.0922,2.7913,9.689,5.817,6.2876,157
6.5596,8.219,8.9434,6.588,5.0117,7.0244,3.7905,2.9161,5.5715,2.8954,2.9701,10.648,3.4106,10.9793,7.0,7.4724,66
6.5052,9.8715,12.3152,8.3785,6.6158,7.0148,3.5315,1.3967,3.3164,2.1691,2.5009,10.3488,3.8272,10.3333,6.1896,5.6853,151
8.4194,9.306,9.2442,5.8156,4.191,6.0007,3.0379,1.6461,3.7407,1.5756,1.97,14.9275,3.3516,14.3903,6.3039,6.0794,5
11.2616,11.3394,9.8488,5.1833,3.3413,4.4228,2.3784,1.5887,3.8176,1.6391,1.9276,13.8313,2.9293,13.8558,6.3715,6.2634,160
6.3996,9.2053,11.173,7.8305,6.2757,7.2313,3.885,2.0055,4.3096,2.8709,2.8422,9.6325,3.668,9.6759,6.6083,6.3868,130
9.0821,9.2428,8.3963,5.207,3.3816,5.1545,3.0352,2.4545,5.2925,2.4448,2.5841,13.5997,3.1595,13.908,6.4621,6.5952,126
8.9458,9.1578,8.3457,5.4024,3.0602,5.2274,3.3516,3.068,6.6602,3.4636,3.2664,11.8426,3.0882,12.3267,6.264,6.5293,139
13.7354,15.1938,14.765,8.792,6.36,8.1198,3.8417,0.8699,1.8761,0.6181,0.7187,7.0549,1.2569,7.6292,4.2559,4.9127,173
6.2316,9.4069,11.9016,8.344,6.6358,7.3217,3.6426,1.193,2.891,1.9015,2.38,11.0875,4.1265,11.1639,6.2147,5.5576,151
7.0798,10.0772,12.0882,8.0835,6.1396,7.0491,3.5401,1.6955,3.8789,2.3913,2.5062,9.9018,3.5428,10.0501,6.127,5.8489,153
15.1698,13.018,9.4786,4.1564,2.4929,3.1627,1.6485,1.0019,2.9162,1.081,1.2714,15.4743,2.4657,14.8747,6.6415,5.1465,0
6.6342,8.7605,10.2844,7.5289,5.9901,7.3188,3.8955,2.2085,4.286,2.6535,2.799,10.0515,3.5824,10.4997,6.9125,6.5945,154
8.5807,9.1993,8.6911,5.6214,3.9099,5.4803,3.2271,2.7061,5.9358,2.7938,2.6429,11.4145,3.1214,12.4594,6.8819,7.3344,109
14.5472,12.2708,9.1984,4.1962,2.4953,3.2594,1.8337,1.3659,3.5103,1.409,1.5099,14.8579,2.459,14.7937,7.0724,5.2208,0
9.3853,9.2424,8.3171,4.7835,3.1566,4.5988,2.6712,2.0081,4.6223,2.0248,2.2535,16.9497,3.0557,14.9843,6.0376,5.909,198
10.8596,10.4354,8.6458,4.6779,2.8736,4.4903,2.2509,1.4788,4.0993,1.3992,1.7999,14.8439,3.1947,15.6264,6.7401,6.5841,102
14.2409,12.1742,9.088,4.091,2.4563,3.2135,1.8006,1.2374,3.3237,1.2489,1.3776,15.9676,2.4234,15.5322,6.8138,5.0108,0
7.2184,9.5748,10.9232,7.2585,5.606,6.723,3.2366,1.4259,3.7473,2.1287,2.4972,11.2894,3.735,11.7684,6.7186,6.1491,123
7.4065,8.4843,8.6494,6.5419,4.7058,6.8629,4.3914,3.9667,6.8317,3.5747,3.1395,9.7558,2.6569,9.5298,6.3134,7.1893,3
13.1714,12.6421,10.2269,5.13,3.3758,4.4667,2.0909,0.8991,2.6895,0.8907,1.1688,14.2823,2.5712,14.2031,6.2392,5.9521,117
14.4966,13.8258,11.197,5.2543,3.2329,3.7891,1.824,0.6003,2.1369,0.569,0.7783,15.4174,2.1474,14.2722,5.9815,4.4775,0
7.2597,8.3053,8.1957,5.9652,4.0138,6.2379,3.7906,3.2188,6.9594,3.4837,3.1172,11.409,2.6335,12.2169,6.1182,7.0751,150
8.9471,9.3127,8.7834,5.7283,3.9643,5.6441,3.5224,2.9303,5.7735,2.8021,2.5911,11.7539,2.7884,12.2638,6.3262,6.8684,112
13.7249,11.9798,8.6617,3.9497,2.2516,3.0095,1.6831,1.2871,3.4238,1.6879,1.9652,16.0028,2.9612,13.447,6.3403,7.6245,155
6.3944,9.6503,12.2727,8.5729,6.7845,7.5858,3.9909,1.6627,3.2567,2.122,2.4838,9.956,3.9023,10.0163,5.9389,5.4097,93
6.4975,7.9569,8.6936,6.8194,5.383,7.4112,4.3336,3.6069,6.2963,3.3754,3.026,9.471,2.9679,9.709,6.782,7.6704,152
6.3669,8.108,9.5023,7.2658,5.7167,8.3497,3.8902,1.8402,3.6132,1.59,2.1295,11.603,4.444,12.7376,6.651,6.1918,17
14.5087,13.7475,11.1783,5.2796,3.3208,3.8784,1.8222,0.5576,1.9749,0.529,0.804,15.1439,2.264,14.3257,6.1736,4.4917,0
15.342,16.0351,11.7852,4.6663,2.6807,3.0469,1.5202,0.8057,2.6299,0.9988,1.2623,13.4848,2.2721,11.8252,5.5122,6.1328,127
7.1021,11.8683,16.8745,12.7573,10.7343,11.8603,6.1388,1.2517,1.9834,0.8285,0.7732,6.0812,1.0263,5.4304,2.4806,2.8091,13
8.0839,10.8142,12.3026,7.9394,5.92,6.8173,3.5002,1.7801,3.4224,1.6755,1.9776,10.6547,3.2994,10.8129,5.5101,5.4896,95
8.5221,9.3236,9.2912,6.3144,4.5512,5.9877,3.5757,2.8625,5.6311,3.1374,2.889,10.563,2.9201,10.7454,6.6884,6.9971,84
8.7465,9.829,9.5037,5.9821,4.1623,5.6928,2.9774,2.3646,5.137,2.597,2.6638,11.0802,3.1544,11.52,7.1512,7.438,131
11.8282,10.5672,8.2607,4.3014,2.9105,3.7414,2.0009,1.2839,3.3889,1.4068,1.6329,19.0706,2.4372,15.3181,6.0757,5.7754,207
16.0644,14.2945,10.6035,4.6679,2.8009,3.2901,1.6259,0.6505,2.1892,0.6366,0.8752,14.0724,2.11,14.0111,6.8591,5.2487,0
7.2412,8.9479,9.994,7.469,5.8936,7.3667,4.4823,3.4501,5.7118,3.4701,3.0503,8.1779,2.871,8.3227,6.5106,7.041,8
6.1334,8.5017,10.7965,7.9323,6.3215,7.7294,3.7306,1.2064,2.6697,1.6753,2.4931,11.8986,4.1513,12.4248,6.6519,5.6837,205
14.5047,13.1999,9.8923,4.603,2.8185,3.5751,2.0066,1.5161,3.406,1.3653,1.5085,14.1379,2.3444,13.146,6.2831,5.6926,107
14.0048,12.7374,9.8573,4.6956,2.995,3.738,2.067,1.4365,3.322,1.3711,1.5399,14.3507,2.4703,13.5396,6.3294,5.5455,107
8.9061,9.4026,9.1845,5.8641,4.0559,5.6766,2.727,1.2159,3.4785,1.4029,1.8651,15.9805,3.1084,15.6525,5.9652,5.5142,58
7.843,9.871,10.5262,6.547,4.7775,5.9335,2.8694,1.5029,4.0835,2.0206,2.3185,12.2504,3.5029,12.7211,6.6377,6.5947,37
13.7595,11.7617,9.0387,4.3291,2.6864,3.5503,1.9715,1.3157,3.4008,1.3157,1.4442,15.8344,2.4855,15.2278,6.7644,5.1143,0
15.9306,13.1943,9.4161,4.0559,2.3479,3.1097,1.6706,0.9841,2.8208,0.9092,1.0416,15.2029,2.0752,15.0647,7.0607,5.1158,0
7.2872,9.3014,9.9662,6.4864,4.6866,6.2868,3.0415,1.8198,4.3798,2.2897,2.6143,11.9201,3.6938,12.1551,7.0654,7.0058,26
8.3553,9.7459,9.7131,6.6566,4.7255,6.2886,3.9756,3.5146,6.001,3.2622,2.986,8.9472,2.9644,9.2532,6.5499,7.0608,25
9.8673,9.9541,8.9004,5.7029,3.5434,5.2473,3.4574,3.27,6.4586,3.5114,3.2023,9.3853,2.8038,10.7889,6.6348,7.2723,65
8.5198,8.388,7.6973,5.1573,3.4593,5.4528,2.6468,1.469,4.7973,1.8312,2.0475,15.9161,2.9978,17.2491,6.032,6.3387,128
16.1331,13.387,9.6712,4.3115,2.6089,3.3963,1.6932,0.8202,2.4793,0.6912,0.8653,14.6158,2.0115,14.7037,7.3712,5.2407,0
9.3111,10.0915,9.8293,6.0856,4.3829,5.4322,2.8847,1.7079,4.1001,2.1595,2.3804,11.914,3.1633,12.669,7.008,6.8803,63
5.9309,9.3929,12.5035,9.1348,7.4594,8.1192,4.2193,1.5365,2.7859,1.7945,2.3436,10.0399,4.2105,10.1025,5.5618,4.865,204
7.8326,9.751,10.7648,7.2837,5.7275,6.6726,3.818,2.3071,4.4442,2.7571,2.7333,9.7065,3.5922,9.9972,6.422,6.1901,118
6.6794,9.0472,10.6901,7.5927,5.9638,7.0266,3.6339,1.9715,4.1198,2.5381,2.788,10.1577,3.6313,10.6299,6.9871,6.5429,154
6.4647,9.724,12.1015,8.2603,6.461,7.0251,3.4885,1.314,3.1812,2.0845,2.4543,10.7653,3.892,10.8105,6.2634,5.7099,151
7.6294,8.8686,9.2635,6.2583,4.4406,6.1036,3.1835,2.2636,5.2534,2.7823,2.9452,11.2964,3.4515,11.8176,7.1158,7.3267,9
15.148,14.2333,11.1714,5.0031,3.0018,3.5892,1.7518,0.6444,2.1502,0.5654,0.7968,14.7854,2.2019,14.3017,6.1175,4.538,0
8.6683,9.1816,8.7769,5.5345,3.6891,5.2927,2.9916,2.0979,5.1194,2.6064,2.7089,13.1081,3.1321,13.6066,6.6401,6.8458,180
6.3457,7.7951,8.571,6.7065,5.2588,7.3711,4.1514,3.3704,6.1415,3.2347,3.0276,9.9753,3.1097,10.2316,6.9536,7.7561,152
9.2682,9.349,8.6718,5.3692,3.6087,5.2524,3.0544,2.3982,5.0579,2.2984,2.3995,13.5598,3.0413,13.7895,6.4168,6.465,126
14.4247,13.7896,11.5087,5.7172,3.7132,4.2729,1.9323,0.5177,1.8445,0.4703,0.7687,14.3164,2.3757,13.7174,5.9424,4.6883,0
6.684,8.3202,9.4496,6.9717,5.4521,7.8972,3.5846,1.6765,3.4887,1.6106,2.1132,11.9346,4.4198,13.1801,6.8209,6.3963,17
10.2414,10.3617,8.8195,5.1022,2.8187,4.8613,3.0716,2.6592,6.119,3.1212,2.9306,11.5166,3.1429,12.3085,6.26,6.6656,194
8.1233,8.4116,7.5921,5.3184,3.3287,5.7672,3.6964,3.2487,6.84,3.3254,3.1479,13.0023,3.0288,13.1258,5.6011,6.4423,1
7.7954,10.0982,10.8083,6.9391,5.1583,6.1752,3.18,1.7108,3.8222,2.1781,2.5473,11.2345,3.7338,11.5699,6.7076,6.3414,199
6.2305,9.3205,11.745,8.3576,6.6766,7.3995,3.8167,1.5234,3.2323,2.0421,2.4114,10.7532,4.0096,10.8233,6.0916,5.5667,151
8.7366,9.533,9.2017,5.9394,4.0824,5.7146,3.2797,2.3684,5.2871,2.6686,2.5621,12.277,2.7922,12.1889,6.4548,6.9135,111
7.6158,9.4569,10.4936,7.1878,5.6489,6.7873,3.9137,2.4587,4.614,2.7872,2.8036,9.7914,3.6589,10.0517,6.4028,6.3277,118
