@RELATION Edge_direction
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE a35 NUMERIC
@ATTRIBUTE a36 NUMERIC
@ATTRIBUTE a37 NUMERIC
@ATTRIBUTE a38 NUMERIC
@ATTRIBUTE a39 NUMERIC
@ATTRIBUTE a40 NUMERIC
@ATTRIBUTE a41 NUMERIC
@ATTRIBUTE a42 NUMERIC
@ATTRIBUTE a43 NUMERIC
@ATTRIBUTE a44 NUMERIC
@ATTRIBUTE a45 NUMERIC
@ATTRIBUTE a46 NUMERIC
@ATTRIBUTE a47 NUMERIC
@ATTRIBUTE a48 NUMERIC
@ATTRIBUTE a49 NUMERIC
@ATTRIBUTE a50 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
17.0122,13.1577,6.8335,11.6152,14.7987,14.2928,6.9955,15.2943,15.4593,13.2695,7.123,4.663,5.8908,3.4618,8.704,4.3165,12.6561,2.8805,12.2918,9.2838,14.8497,13.8074,10.9464,5.0407,3.0854,3.6345,1.8059,0.6143,2.1548,0.5597,0.7713,15.5129,2.1844,14.6199,6.0082,4.4045,-1.0423,-2.861,-5.9057,-1.9553,0.5491,-1.8286,-1.1916,1.5405,-1.5951,0.2116,14.7416,-13.3285,12.4355,-8.6117,-1.6037,0
12.5197,13.9387,11.7815,16.4404,16.3049,12.2022,6.1345,10.6781,7.924,9.4354,8.3657,7.6812,10.9909,7.3007,11.0929,5.4396,8.7023,6.0896,9.2584,7.7192,6.6809,8.0322,8.7871,6.9122,5.501,7.4619,4.4667,3.718,6.3014,3.3331,3.0278,9.1032,2.941,9.3554,6.7083,7.6697,1.3513,0.7549,-1.8749,-1.4112,1.9609,-2.9952,-0.7487,2.5834,-2.9683,-0.3053,6.0754,-6.1622,6.4144,-2.6471,0.9614,152
17.4841,12.863,6.2171,10.7012,14.0177,14.2873,8.0329,16.3968,15.5995,12.2136,6.2568,4.0005,5.302,3.3047,8.1527,4.3613,12.9018,3.723,13.7836,10.4006,14.878,12.3619,9.245,4.2782,2.5992,3.4074,1.8047,1.1744,3.0949,1.1265,1.249,15.2224,2.3612,15.1603,6.9956,5.0414,-2.5161,-3.1169,-4.9668,-1.679,0.8082,-1.6027,-0.6303,1.9205,-1.9684,0.1225,13.9734,-12.8612,12.7991,-8.1647,-1.9542,0
13.8168,11.7969,7.4908,13.4583,17.5962,15.4854,7.1953,13.1602,11.0264,10.2178,6.974,5.1932,7.5418,4.9843,11.8009,5.5438,12.7993,4.5648,11.3701,7.9838,9.9835,10.0543,9.1949,5.4281,3.6274,5.0396,2.9583,2.2562,4.8904,2.155,2.1566,13.7377,2.8142,13.6199,6.0982,5.9858,0.0708,-0.8594,-3.7668,-1.8007,1.4122,-2.0813,-0.7021,2.6342,-2.7354,0.0016,11.5811,-10.9235,10.8057,-7.5217,-0.1124,113
14.6547,16.6362,13.747,16.046,14.0939,10.2376,4.0927,10.492,9.6305,13.2461,10.6868,9.26,11.3274,6.4147,8.352,3.4098,8.1392,5.1155,8.0626,6.3555,6.8004,9.9336,12.1301,8.1509,6.2025,7.0515,3.5319,1.6466,3.8714,2.3628,2.5408,10.0291,3.6204,10.1525,6.1338,5.8418,3.1332,2.1965,-3.9792,-1.9484,0.849,-3.5196,-1.8853,2.2248,-1.5086,0.178,7.4883,-6.4087,6.5321,-4.0187,-0.292,153
17.3133,13.4076,6.9226,11.669,14.7856,13.9338,6.732,15.2361,15.9968,13.7124,7.2409,4.7951,5.9466,3.3679,8.4945,4.0473,11.9521,2.8133,11.9584,9.6746,15.2913,14.0839,11.0724,5.1527,3.1917,3.6379,1.7015,0.5006,1.874,0.4784,0.7433,14.6708,2.2149,14.1716,6.3623,4.8526,-1.2074,-3.0115,-5.9197,-1.961,0.4462,-1.9364,-1.2009,1.3734,-1.3956,0.2649,13.9275,-12.4559,11.9567,-7.8093,-1.5097,0
16.9931,13.1322,6.855,11.5464,14.6749,14.1913,7.1958,15.4114,15.2812,12.9475,7.0081,4.5837,5.9265,3.5632,8.6373,4.3475,12.4351,3.231,12.6073,9.4316,14.4895,13.2797,10.4146,4.8563,2.9983,3.7601,1.917,0.8767,2.4871,0.799,0.9825,15.2518,2.2091,14.6769,6.2691,4.7325,-1.2098,-2.8651,-5.5583,-1.858,0.7618,-1.8431,-1.0403,1.6104,-1.6881,0.1835,14.2693,-13.0427,12.4678,-8.4078,-1.5366,0
14.6006,15.9996,13.1411,15.0454,13.6434,10.7708,5.56,11.2391,9.7364,12.3698,9.9578,8.5392,10.4609,6.3362,8.3479,4.1922,8.6831,5.4727,8.6408,7.263,7.2797,9.5647,10.9801,7.6488,5.9845,6.926,4.0081,2.6313,4.8507,3.0789,2.895,8.797,3.2879,9.0928,6.523,6.4513,2.285,1.4154,-3.3313,-1.6643,0.9415,-2.9179,-1.3768,2.2194,-1.7718,-0.1839,5.902,-5.5091,5.8049,-2.5698,-0.0717,206
14.513,12.2876,7.7265,12.8667,16.2886,15.0517,7.5713,13.6947,11.3741,10.5755,7.1285,5.2401,7.3327,4.9504,10.59,5.5409,12.6971,4.7824,11.321,8.4674,10.2159,10.2698,9.0686,5.3349,3.5269,4.9656,2.9948,2.477,5.043,2.4246,2.423,13.2644,2.8382,12.6905,6.2768,6.186,0.0539,-1.2012,-3.7337,-1.808,1.4387,-1.9708,-0.5178,2.566,-2.6184,-0.0016,10.8414,-10.4262,9.8523,-6.4137,-0.0908,170
13.3476,12.567,9.1403,12.9064,15.817,14.3717,8.729,13.121,10.0583,9.9349,8.1731,5.5963,8.0994,6.044,10.4775,6.4411,10.3169,5.6951,10.0988,9.0647,9.1435,9.6137,8.7432,5.9519,3.6134,6.0139,4.425,4.1172,7.2287,4.0434,3.4291,9.0922,2.7913,9.689,5.817,6.2876,0.4702,-0.8705,-2.7913,-2.3385,2.4005,-1.5889,-0.3078,3.1115,-3.1853,-0.6143,5.6631,-6.3009,6.8977,-3.872,0.4706,157
12.7611,14.1256,11.6852,16.7265,16.6902,12.1482,5.3207,10.5425,8.0804,9.8441,8.3515,7.5671,11.0964,7.1676,11.3075,4.831,8.8108,6.0688,9.3675,7.5072,6.5596,8.219,8.9434,6.588,5.0117,7.0244,3.7905,2.9161,5.5715,2.8954,2.9701,10.648,3.4106,10.9793,7.0,7.4724,1.6594,0.7244,-2.3554,-1.5763,2.0127,-3.2339,-0.8744,2.6554,-2.6761,0.0747,7.6779,-7.2374,7.5687,-3.9793,0.4724,66
15.048,17.0429,14.0124,15.7597,13.5459,9.9051,4.0407,10.6453,9.9413,13.6568,11.0546,9.5524,11.3076,6.1854,7.4977,3.0038,8.2265,5.1908,8.1112,6.2718,6.5052,9.8715,12.3152,8.3785,6.6158,7.0148,3.5315,1.3967,3.3164,2.1691,2.5009,10.3488,3.8272,10.3333,6.1896,5.6853,3.3663,2.4437,-3.9367,-1.7627,0.399,-3.4833,-2.1348,1.9197,-1.1473,0.3318,7.8479,-6.5216,6.5061,-4.1437,-0.5043,151
13.1386,12.1889,8.4581,15.0425,18.3794,15.0408,5.9611,11.7907,9.7539,10.1551,7.3534,6.1012,9.3514,5.7669,12.7351,5.3314,11.9416,4.3988,10.3327,6.7786,8.4194,9.306,9.2442,5.8156,4.191,6.0007,3.0379,1.6461,3.7407,1.5756,1.97,14.9275,3.3516,14.3903,6.3039,6.0794,0.8866,-0.0618,-3.4286,-1.6246,1.8097,-2.9628,-1.3918,2.0946,-2.1651,0.3944,12.9575,-11.5759,11.0387,-8.0864,-0.2245,5
15.1507,12.5775,7.5202,13.0156,16.827,14.7573,6.6518,13.4999,12.6446,11.817,7.2454,5.1293,7.0131,4.4097,10.6216,4.8715,12.4028,4.2865,10.9932,8.5652,11.2616,11.3394,9.8488,5.1833,3.3413,4.4228,2.3784,1.5887,3.8176,1.6391,1.9276,13.8313,2.9293,13.8558,6.3715,6.2634,0.0778,-1.4906,-4.6655,-1.842,1.0815,-2.0444,-0.7897,2.2289,-2.1785,0.2885,11.9037,-10.902,10.9265,-7.4843,-0.1081,160
14.5679,16.5892,13.854,15.5563,13.3753,10.3104,4.8311,10.9158,9.3545,12.643,10.2891,9.0256,11.1072,6.2339,7.8027,3.4432,8.8081,5.7172,8.6756,6.9,6.3996,9.2053,11.173,7.8305,6.2757,7.2313,3.885,2.0055,4.3096,2.8709,2.8422,9.6325,3.668,9.6759,6.6083,6.3868,2.8057,1.9677,-3.3425,-1.5548,0.9556,-3.3463,-1.8795,2.3041,-1.4387,-0.0287,6.7903,-5.9645,6.0079,-3.0676,-0.2215,130
13.1599,11.4678,7.5397,14.0386,18.29,15.5859,7.2548,12.6633,10.1487,9.4353,6.7763,5.146,8.0361,5.3812,12.6273,5.9262,12.3024,5.0416,11.175,8.0041,9.0821,9.2428,8.3963,5.207,3.3816,5.1545,3.0352,2.4545,5.2925,2.4448,2.5841,13.5997,3.1595,13.908,6.4621,6.5952,0.1607,-0.8465,-3.1893,-1.8254,1.7729,-2.1193,-0.5807,2.838,-2.8477,0.1393,11.0156,-10.4402,10.7485,-7.4459,0.1331,126
13.5233,11.781,7.5696,12.7883,16.5517,15.4812,8.5094,13.7954,9.996,9.2203,7.2563,4.9861,7.6576,4.9125,10.9557,6.2541,12.0233,5.9749,11.5295,9.2337,8.9458,9.1578,8.3457,5.4024,3.0602,5.2274,3.3516,3.068,6.6602,3.4636,3.2664,11.8426,3.0882,12.3267,6.264,6.5293,0.212,-0.8121,-2.9433,-2.3422,2.1672,-1.8758,-0.2836,3.5922,-3.1966,-0.1972,8.5762,-8.7544,9.2385,-6.0627,0.2653,139
16.4656,15.8337,11.2272,15.0175,14.5784,10.7549,4.1797,11.9429,13.7996,15.2157,10.0487,8.3277,11.2324,6.1904,9.5098,3.5244,5.9787,1.9628,6.8277,7.3821,13.7354,15.1938,14.765,8.792,6.36,8.1198,3.8417,0.8699,1.8761,0.6181,0.7187,7.0549,1.2569,7.6292,4.2559,4.9127,1.4584,-0.4288,-5.973,-2.432,1.7598,-4.2781,-2.9718,1.0062,-1.258,0.1006,6.3362,-5.798,6.3723,-3.3733,0.6568,173
14.726,16.7985,13.9299,16.3089,14.0886,9.9231,3.8477,10.3773,9.6162,13.2458,10.8409,9.6042,11.9855,6.4624,8.0377,3.0033,7.9672,5.1874,8.1964,5.853,6.2316,9.4069,11.9016,8.344,6.6358,7.3217,3.6426,1.193,2.891,1.9015,2.38,11.0875,4.1265,11.1639,6.2147,5.5576,3.1753,2.4947,-3.5576,-1.7082,0.6859,-3.6791,-2.4496,1.698,-0.9895,0.4785,8.7075,-6.961,7.0374,-4.9492,-0.6571,151
14.7843,16.5961,13.5962,15.9394,14.0689,10.2691,4.1492,10.5968,9.8201,13.3045,10.5943,9.166,11.2405,6.3727,8.407,3.4707,8.1176,5.0189,8.0379,6.4498,7.0798,10.0772,12.0882,8.0835,6.1396,7.0491,3.5401,1.6955,3.8789,2.3913,2.5062,9.9018,3.5428,10.0501,6.127,5.8489,2.9974,2.011,-4.0047,-1.9439,0.9095,-3.509,-1.8446,2.1834,-1.4876,0.1149,7.3956,-6.359,6.5073,-3.9231,-0.2781,153
17.8796,13.2383,6.4111,10.7564,14.0243,14.0246,7.559,16.1066,16.0548,12.8643,6.4308,3.9581,5.1336,3.1464,8.0991,4.1478,13.039,3.6861,13.097,10.3431,15.1698,13.018,9.4786,4.1564,2.4929,3.1627,1.6485,1.0019,2.9162,1.081,1.2714,15.4743,2.4657,14.8747,6.6415,5.1465,-2.1518,-3.5394,-5.3222,-1.6635,0.6698,-1.5142,-0.6466,1.9143,-1.8352,0.1904,14.2029,-13.0086,12.409,-8.2332,-1.495,0
13.7598,15.4183,12.8023,16.4887,15.2884,11.1036,4.714,10.4248,8.8987,11.4939,9.5256,8.7054,11.5582,6.9085,9.7823,4.1672,8.317,5.4204,8.516,6.7068,6.6342,8.7605,10.2844,7.5289,5.9901,7.3188,3.8955,2.2085,4.286,2.6535,2.799,10.0515,3.5824,10.4997,6.9125,6.5945,2.1263,1.5239,-2.7555,-1.5388,1.3287,-3.4233,-1.687,2.0775,-1.6325,0.1455,7.2525,-6.4691,6.9173,-3.5872,-0.318,154
13.4056,12.6458,9.109,14.7034,17.6355,14.0077,6.5069,11.9861,9.8949,9.9433,7.3452,5.7876,8.7491,5.7621,11.9659,5.3644,10.2713,5.7471,10.5503,8.6188,8.5807,9.1993,8.6911,5.6214,3.9099,5.4803,3.2271,2.7061,5.9358,2.7938,2.6429,11.4145,3.1214,12.4594,6.8819,7.3344,0.6186,-0.5082,-3.0697,-1.7115,1.5704,-2.2532,-0.521,3.2297,-3.142,-0.1509,8.7716,-8.2931,9.338,-5.5775,0.4525,109
17.528,12.8652,6.238,10.4208,13.731,14.3887,8.303,16.5252,15.3758,12.139,6.286,3.9158,5.0634,3.2432,7.9975,4.4615,13.2317,4.0295,13.8385,10.4182,14.5472,12.2708,9.1984,4.1962,2.4953,3.2594,1.8337,1.3659,3.5103,1.409,1.5099,14.8579,2.459,14.7937,7.0724,5.2208,-2.2764,-3.0724,-5.0022,-1.7009,0.7641,-1.4257,-0.4678,2.1444,-2.1013,0.1009,13.348,-12.3989,12.3347,-7.7213,-1.8516,0
13.6661,11.0562,6.5013,12.7808,17.455,16.8405,7.8681,13.832,10.5136,9.349,6.2816,4.6317,6.7665,4.4763,11.7819,6.1204,15.4415,4.6638,12.4675,7.5062,9.3853,9.2424,8.3171,4.7835,3.1566,4.5988,2.6712,2.0081,4.6223,2.0248,2.2535,16.9497,3.0557,14.9843,6.0376,5.909,-0.1429,-0.9253,-3.5336,-1.6269,1.4422,-1.9276,-0.6631,2.6142,-2.5975,0.2287,14.6962,-13.894,11.9286,-8.9467,-0.1286,198
13.6921,11.7029,7.2826,14.5003,18.9802,15.2,6.224,12.4178,11.3969,10.1246,6.3855,4.5879,8.1305,5.0291,13.5149,5.3473,11.5739,4.4765,11.1448,8.2881,10.8596,10.4354,8.6458,4.6779,2.8736,4.4903,2.2509,1.4788,4.0993,1.3992,1.7999,14.8439,3.1947,15.6264,6.7401,6.5841,-0.4242,-1.7896,-3.9679,-1.8043,1.6167,-2.2394,-0.7721,2.6205,-2.7001,0.4007,13.044,-11.6492,12.4317,-8.8863,-0.156,102
17.3054,12.693,6.1001,10.5674,14.0299,14.6912,8.1915,16.4216,15.1648,11.9418,6.1977,3.8415,5.0616,3.1915,8.2622,4.5483,13.8453,3.9722,14.0291,9.9441,14.2409,12.1742,9.088,4.091,2.4563,3.2135,1.8006,1.2374,3.3237,1.2489,1.3776,15.9676,2.4234,15.5322,6.8138,5.0108,-2.0667,-3.0862,-4.997,-1.6347,0.7572,-1.4129,-0.5632,2.0863,-2.0748,0.1287,14.59,-13.5442,13.1088,-8.7184,-1.803,0
14.428,15.5336,12.3622,15.8904,15.1718,11.2296,4.5244,10.8599,9.7911,12.3086,9.5577,8.2922,10.976,6.2783,9.4746,3.7219,8.8646,5.2581,8.8979,6.5791,7.2184,9.5748,10.9232,7.2585,5.606,6.723,3.2366,1.4259,3.7473,2.1287,2.4972,11.2894,3.735,11.7684,6.7186,6.1491,2.3564,1.3484,-3.6647,-1.6525,1.117,-3.4864,-1.8107,2.3214,-1.6186,0.3685,8.7922,-7.5544,8.0334,-5.0498,-0.5695,123
12.6687,13.2673,10.5695,15.3522,16.2799,13.0752,7.0524,11.7347,8.4719,9.1858,7.9688,6.7638,9.9469,6.8489,10.9888,5.5673,9.6082,6.256,9.942,8.4516,7.4065,8.4843,8.6494,6.5419,4.7058,6.8629,4.3914,3.9667,6.8317,3.5747,3.1395,9.7558,2.6569,9.5298,6.3134,7.1893,1.0778,0.1651,-2.1075,-1.8361,2.1571,-2.4715,-0.4247,2.865,-3.257,-0.4352,6.6163,-7.0989,6.8729,-3.2164,0.8759,3
15.81,13.0165,7.5609,13.2552,16.503,14.1242,6.086,13.6442,13.9057,12.4919,7.1842,5.1123,7.4837,4.4276,10.7318,4.5823,11.1516,3.3583,10.786,8.7845,13.1714,12.6421,10.2269,5.13,3.3758,4.4667,2.0909,0.8991,2.6895,0.8907,1.1688,14.2823,2.5712,14.2031,6.2392,5.9521,-0.5293,-2.4152,-5.0969,-1.7542,1.0909,-2.3758,-1.1918,1.7904,-1.7988,0.2781,13.1135,-11.7111,11.6319,-7.9639,-0.2871,117
16.7077,13.0901,6.9153,11.8667,15.1957,14.443,6.8103,14.9712,15.1416,13.3049,7.2787,4.8241,6.0281,3.4558,8.9886,4.3226,12.6745,2.8764,12.0238,9.0809,14.4966,13.8258,11.197,5.2543,3.2329,3.7891,1.824,0.6003,2.1369,0.569,0.7783,15.4174,2.1474,14.2722,5.9815,4.4775,-0.6708,-2.6288,-5.9427,-2.0214,0.5562,-1.9651,-1.2237,1.5366,-1.5679,0.2093,14.6391,-13.27,12.1248,-8.2907,-1.504,0
11.7217,11.3901,8.3381,14.9536,19.2194,15.834,6.9507,11.5924,8.2503,8.5872,7.1959,5.6594,8.5349,5.6453,13.1028,6.4958,11.579,6.066,10.4421,8.4413,7.2597,8.3053,8.1957,5.9652,4.0138,6.2379,3.7906,3.2188,6.9594,3.4837,3.1172,11.409,2.6335,12.2169,6.1182,7.0751,1.0456,-0.1096,-2.2305,-1.9514,2.2241,-2.4473,-0.5718,3.7406,-3.4757,-0.3665,8.2918,-8.7755,9.5834,-6.0987,0.9569,150
13.3865,12.0943,8.2305,14.0107,17.6576,14.9368,7.1179,12.5656,10.1703,9.8076,7.213,5.639,8.1797,5.467,11.7626,5.736,11.6305,5.2546,10.7693,8.3705,8.9471,9.3127,8.7834,5.7283,3.9643,5.6441,3.5224,2.9303,5.7735,2.8021,2.5911,11.7539,2.7884,12.2638,6.3262,6.8684,0.3656,-0.5293,-3.0551,-1.764,1.6798,-2.1217,-0.5921,2.8432,-2.9714,-0.211,9.1628,-8.9655,9.4754,-5.9376,0.5422,112
17.5673,12.6661,5.8732,10.3514,14.4843,15.6824,7.7006,15.6747,14.7573,11.8948,6.0484,3.6951,4.7633,2.8328,8.7228,5.2194,15.7076,4.6199,12.0254,9.7133,13.7249,11.9798,8.6617,3.9497,2.2516,3.0095,1.6831,1.2871,3.4238,1.6879,1.9652,16.0028,2.9612,13.447,6.3403,7.6245,-1.7451,-3.3181,-4.712,-1.6981,0.7579,-1.3264,-0.396,2.1367,-1.7359,0.2773,14.0376,-13.0416,10.4858,-7.1067,1.2842,155
14.8362,17.0905,14.3589,16.1137,13.6293,9.6995,3.9704,10.3015,9.7007,13.5407,11.1739,9.8108,11.9061,6.6782,7.8374,3.1987,7.6857,4.8671,7.6838,5.9168,6.3944,9.6503,12.2727,8.5729,6.7845,7.5858,3.9909,1.6627,3.2567,2.122,2.4838,9.956,3.9023,10.0163,5.9389,5.4097,3.2559,2.6224,-3.6998,-1.7884,0.8013,-3.5949,-2.3282,1.594,-1.1347,0.3618,7.4722,-6.0537,6.114,-4.0774,-0.5292,93
12.3182,13.8371,11.7008,16.6662,16.6608,12.3285,5.9403,10.5482,7.7364,9.2742,8.2623,7.6105,11.1136,7.2938,11.3517,5.3676,8.7863,6.1898,9.3385,7.6752,6.4975,7.9569,8.6936,6.8194,5.383,7.4112,4.3336,3.6069,6.2963,3.3754,3.026,9.471,2.9679,9.709,6.782,7.6704,1.4594,0.7367,-1.8742,-1.4364,2.0282,-3.0776,-0.7267,2.6894,-2.9209,-0.3494,6.445,-6.5031,6.7411,-2.927,0.8884,152
12.6465,14.4952,12.2798,18.3211,17.7828,11.6111,3.677,9.1863,7.9196,10.3748,8.8406,8.7412,13.674,8.1453,13.2543,4.7329,6.8494,4.4996,7.539,5.4294,6.3669,8.108,9.5023,7.2658,5.7167,8.3497,3.8902,1.8402,3.6132,1.59,2.1295,11.603,4.444,12.7376,6.651,6.1918,1.7411,1.3943,-2.2365,-1.5491,2.633,-4.4595,-2.05,1.773,-2.0232,0.5395,9.4735,-7.159,8.2936,-6.0866,-0.4592,17
16.7097,13.1501,7.0078,12.0026,15.2672,14.3251,6.6795,14.858,15.1693,13.3533,7.3061,4.9228,6.1708,3.5207,9.0245,4.2471,12.4274,2.8978,11.8915,9.0686,14.5087,13.7475,11.1783,5.2796,3.3208,3.8784,1.8222,0.5576,1.9749,0.529,0.804,15.1439,2.264,14.3257,6.1736,4.4917,-0.7612,-2.5692,-5.8987,-1.9588,0.5576,-2.0562,-1.2646,1.4173,-1.4459,0.275,14.3399,-12.8799,12.0617,-8.1521,-1.6819,0
18.4581,14.7942,8.0217,11.78,14.4702,12.7839,5.4871,14.2047,16.9282,16.1367,8.3386,4.6544,5.4221,3.1422,7.9774,3.6466,11.281,3.2384,9.3619,9.8724,15.342,16.0351,11.7852,4.6663,2.6807,3.0469,1.5202,0.8057,2.6299,0.9988,1.2623,13.4848,2.2721,11.8252,5.5122,6.1328,0.6931,-4.2499,-7.1189,-1.9856,0.3662,-1.5267,-0.7145,1.8242,-1.6311,0.2635,12.2225,-11.2127,9.5531,-6.313,0.6206,127
14.26,16.4905,13.8716,16.904,15.0172,10.4575,3.2209,9.7784,10.0429,14.5411,12.3436,11.5087,14.7899,7.4763,9.7088,3.2615,5.5675,1.7275,4.877,4.1552,7.1021,11.8683,16.8745,12.7573,10.7343,11.8603,6.1388,1.2517,1.9834,0.8285,0.7732,6.0812,1.0263,5.4304,2.4806,2.8091,4.7662,5.0062,-4.1172,-2.023,1.126,-5.7215,-4.8871,0.7317,-1.1549,-0.0553,5.308,-5.0549,4.4041,-2.9498,0.3285,13
14.5667,15.1733,11.7812,15.398,15.464,11.5383,4.8614,11.2171,10.6393,12.936,10.0596,8.3308,10.645,6.4423,9.5281,3.9635,8.0559,4.2722,8.2713,6.8562,8.0839,10.8142,12.3026,7.9394,5.92,6.8173,3.5002,1.7801,3.4224,1.6755,1.9776,10.6547,3.2994,10.8129,5.5101,5.4896,2.7303,1.4884,-4.3632,-2.0194,0.8973,-3.3171,-1.7201,1.6423,-1.7469,0.3021,8.6771,-7.3553,7.5135,-5.3028,-0.0205,95
14.349,13.8205,10.0541,14.028,15.2575,12.9205,6.8381,12.7323,10.2138,10.5908,8.0714,6.5528,8.9053,5.7194,9.7934,4.9582,10.1809,5.8851,10.4665,8.6625,8.5221,9.3236,9.2912,6.3144,4.5512,5.9877,3.5757,2.8625,5.6311,3.1374,2.889,10.563,2.9201,10.7454,6.6884,6.9971,0.8015,-0.0324,-2.9768,-1.7632,1.4365,-2.412,-0.7132,2.7686,-2.4937,-0.2484,7.674,-7.6429,7.8253,-4.057,0.3087,84
14.5704,14.3418,10.5391,15.0124,15.7627,12.2278,5.616,11.9298,10.3012,10.99,8.0979,6.5852,9.4962,5.9685,10.3436,4.4919,9.5041,5.8722,9.9495,8.3997,8.7465,9.829,9.5037,5.9821,4.1623,5.6928,2.9774,2.3646,5.137,2.597,2.6638,11.0802,3.1544,11.52,7.1512,7.438,1.0825,-0.3253,-3.5216,-1.8198,1.5305,-2.7154,-0.6128,2.7724,-2.54,0.0668,8.4164,-7.9258,8.3656,-4.3688,0.2868,131
15.0872,11.1246,5.3542,11.6104,16.713,17.2225,7.8811,15.0069,12.6463,10.2436,5.7505,3.9013,5.3026,3.3033,10.6999,5.8881,17.0115,3.743,12.9858,8.5239,11.8282,10.5672,8.2607,4.3014,2.9105,3.7414,2.0009,1.2839,3.3889,1.4068,1.6329,19.0706,2.4372,15.3181,6.0757,5.7754,-1.261,-2.3065,-3.9593,-1.3909,0.8309,-1.7405,-0.717,2.105,-1.9821,0.2261,17.4377,-16.6334,12.8809,-9.2424,-0.3003,207
18.0332,13.6543,6.8217,11.0819,13.9373,13.4991,7.1097,15.8627,16.7235,13.893,7.044,4.4036,5.4376,3.205,7.7779,3.8949,11.5876,3.0754,12.4676,10.4899,16.0644,14.2945,10.6035,4.6679,2.8009,3.2901,1.6259,0.6505,2.1892,0.6366,0.8752,14.0724,2.11,14.0111,6.8591,5.2487,-1.7699,-3.691,-5.9356,-1.867,0.4892,-1.6642,-0.9754,1.5387,-1.5526,0.2386,13.1972,-11.9624,11.9011,-7.152,-1.6104,0
13.7169,14.9984,12.4686,15.3088,14.3608,11.4567,6.3372,11.3527,9.03,10.9986,9.2307,8.1601,10.5608,6.7926,9.2025,4.8282,8.751,5.7203,8.9483,7.7768,7.2412,8.9479,9.994,7.469,5.8936,7.3667,4.4823,3.4501,5.7118,3.4701,3.0503,8.1779,2.871,8.3227,6.5106,7.041,1.7067,1.0461,-2.525,-1.5754,1.4731,-2.8844,-1.0322,2.2617,-2.2417,-0.4198,5.1276,-5.3069,5.4517,-1.8121,0.5304,8
14.0738,15.8208,13.06,17.0492,15.6317,10.7324,3.5791,10.053,9.0669,12.1568,9.9385,9.3233,12.6536,6.9583,9.9985,3.526,7.7487,4.9461,8.1504,5.533,6.1334,8.5017,10.7965,7.9323,6.3215,7.7294,3.7306,1.2064,2.6697,1.6753,2.4931,11.8986,4.1513,12.4248,6.6519,5.6837,2.3683,2.2948,-2.8642,-1.6108,1.4079,-3.9988,-2.5242,1.4633,-0.9944,0.8178,9.4055,-7.7473,8.2735,-5.7729,-0.9682,205
