@relation Gabor_Edge_LDA

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}

@data
-3.162975,5.039158,-3.349127,-0.766123,3.350116,-2.473915,-1.475867,-1.036399,1.086131,-2.350876,-1.013006,-0.722984,-1.192855,-1.086794,0.590952,-2.773428,0.386472,1.348338,0.985424,0.417752,-1.73977,-0.36279,-3.055707,-1.126659,0.159888,-2.194067,0.732348,0.16131,1.531037,1.114782,1.636826,-4.00278,-1.638131,-0.963275,0.785529,0.092745,1.546663,-0.487473,-2.356045,-1.380547,1.469153,-1.159023,1.03934,2.355793,0.082617,1.970942,0.721501,-2.161369,0.851542,-1.853713,-0.460892,0.020869,109
-3.586179,6.918159,-1.580834,-0.923208,6.427568,-4.099679,4.322869,-0.812553,0.758734,-1.593082,-1.315349,-0.835801,-2.035643,-1.750666,1.17273,-3.090517,-0.677675,0.634583,2.103505,-0.955474,-1.989558,1.841434,-2.386585,-1.621174,-1.278303,-2.719686,0.18141,3.371117,2.19211,2.136123,2.312312,-3.832873,-0.356767,1.104005,-0.606796,-0.159961,0.428619,-0.818239,-2.451047,-0.589592,3.510497,0.386562,1.635155,0.68597,-0.373352,0.997154,0.533397,-1.242839,0.257965,-1.976516,-0.01837,1.916742,109
-6.310006,4.75846,-0.566904,-0.781565,8.315716,-2.026851,6.407432,1.69916,2.286086,-0.673709,1.170765,-0.340153,0.322283,0.488943,1.167443,2.587861,1.694535,-0.894572,4.859023,-1.244723,-2.561389,2.750121,2.992306,4.045364,-4.204745,0.718244,-2.94256,0.179006,1.848719,4.080367,1.722584,-5.179295,1.243438,1.849546,-2.346338,1.134178,2.196223,-1.329764,0.416999,1.746077,2.205018,0.364986,0.232638,-1.663159,0.903223,0.056977,0.979825,2.070338,1.887048,-1.048753,0.109781,0.1469,110
-5.565128,4.937771,1.961645,-0.039391,8.070854,-3.529462,8.100785,2.18936,2.353924,-0.021544,2.297217,0.851868,-0.609906,2.394617,2.671182,2.003401,0.330177,-3.629885,5.856445,0.932047,-3.124096,2.3109,2.792219,3.972596,-4.9224,-0.205796,-4.178787,-0.300176,2.13397,3.300334,2.116754,-2.234029,2.386829,-0.11199,-3.103087,0.09946,1.981756,-0.772046,1.325313,1.729293,0.336659,0.314616,-0.925237,-1.340626,1.585356,-0.220965,0.954905,1.723671,0.8832,-0.823989,-1.102585,-0.052095,110
-5.204343,6.445064,1.955551,-2.191765,7.458515,-1.356022,6.201862,0.17458,1.507149,0.219012,0.942695,1.507578,-1.409218,0.847759,0.909245,2.470656,1.541873,-0.577903,5.267215,-1.81835,-3.855228,1.779004,1.896393,5.300619,-2.936876,0.182573,-2.0334,-2.128591,2.240618,4.333867,2.27016,-2.61588,3.194657,0.525527,-0.647662,0.446589,1.888916,-2.110008,0.970781,1.715013,1.683695,-0.646605,-0.501125,-2.09467,0.5486,0.196746,0.975947,1.430468,0.32334,-0.27297,-1.043437,-0.165501,110
-5.275332,7.387659,0.38752,-0.639206,9.708714,-1.024065,7.955984,2.434505,1.478093,-0.245719,2.077103,1.453032,-1.113432,-1.931611,0.264208,3.852984,2.585285,0.86149,7.507031,-0.18576,-0.104349,3.25944,4.695271,6.909672,-5.439045,0.956177,-5.079767,-0.570285,1.232573,2.082645,0.925329,-4.131001,0.712628,0.852599,-3.847804,-1.06607,-0.165221,-0.295694,-0.43801,1.726295,-0.988809,2.960114,-0.716734,-1.081555,0.407464,-1.172781,1.021488,2.795616,-0.599251,-0.32981,-0.620621,-0.907408,110
-4.927926,3.34948,-2.612735,1.855774,2.051344,5.856448,-1.416178,-3.11197,-4.798903,4.764078,0.09435,-0.013859,3.997975,-2.359276,1.760667,-2.857762,1.707673,0.785997,-3.469381,3.572817,2.888507,-2.22211,1.498551,0.17787,1.815563,-1.573817,-1.216506,4.257302,-2.998756,3.021091,0.310112,4.317362,0.74001,-0.350693,0.807948,-1.467917,1.194821,0.868915,-0.242917,1.806618,1.119905,-2.574496,-2.185354,1.241358,-0.131669,1.576062,-1.837611,-2.780187,-0.494635,-0.355011,-0.265146,-0.344538,111
-4.485928,3.012786,-3.306183,3.016437,2.022887,5.13828,-0.469405,-1.360762,-4.471304,3.008748,1.840588,1.663355,2.918338,-1.205115,2.950803,-3.779069,1.475364,0.519177,-2.73656,3.663803,1.320655,-1.760836,1.577937,1.090054,2.436002,-2.499619,-2.304069,3.642101,-1.896182,2.77485,3.1513,3.456618,-1.366559,-1.04646,0.558667,-1.488129,-0.723466,0.089552,-1.052875,1.31545,0.580361,-2.379782,-2.788932,0.82694,-0.007216,0.559444,-1.085543,-2.166323,3.355976,-0.181422,2.112498,-0.359542,111
-4.939845,3.596857,-3.560077,4.054542,1.590836,5.843318,-0.840236,-1.42114,-3.265499,1.927043,1.666828,2.406768,2.448409,-0.700006,4.107944,-2.4321,-2.009829,-1.272537,-3.591967,1.700915,2.514078,-0.322869,1.384019,0.819491,0.702258,-2.909454,-2.974961,3.519602,-2.03311,4.441549,3.731297,3.736114,-1.993557,-1.015235,1.225519,-2.596089,-0.134957,2.063896,-0.670845,1.8032,2.200891,-3.636273,-3.129026,1.285354,0.72182,0.992811,-1.994562,-1.707246,0.452663,-1.836522,0.166302,0.550172,111
-4.366713,4.924549,-5.056093,1.969174,2.329562,4.30466,-0.942478,-1.765136,-4.364147,3.632977,0.74963,0.818651,3.434594,-1.463241,2.854383,-1.479499,-1.631079,0.598816,-3.049736,1.500343,2.234651,1.271174,1.08911,0.329886,-0.426462,-2.097197,-2.957815,2.999798,-1.850059,3.243611,3.808087,3.046717,-2.413631,-0.198173,0.161747,-1.664827,-0.155101,1.552802,-0.501999,1.621222,1.545895,-1.816947,-3.914026,1.587342,-1.322631,-0.256807,0.265741,-2.23096,1.857657,-0.044035,0.278681,1.473067,111
-3.740051,1.115903,2.603034,-1.084821,3.383004,0.923289,-0.42737,0.158938,6.507991,-1.183019,-3.84225,-5.13067,4.534212,-0.237393,-0.763189,0.179702,-0.442353,-0.218563,-2.317194,0.715355,0.92502,-0.778523,0.218105,4.291449,2.710025,1.329913,0.911393,-2.158946,1.668696,0.496849,0.600979,0.081898,2.327387,1.469048,-1.270678,0.987005,-2.783838,-0.437177,-1.440213,-0.305582,-2.112315,-0.73532,-1.116316,0.219022,-0.326784,-0.992936,-2.10256,0.35775,-0.674034,0.25481,-0.000499,1.558392,112
-4.002843,1.594912,2.225886,-0.381315,3.57319,1.420774,0.730444,-0.839563,4.970231,-1.322634,-3.027448,-3.872462,3.527822,0.601363,-0.519196,-0.986419,-2.458353,-0.475017,-1.836318,1.219564,1.025365,-0.612577,0.351694,2.280181,3.349754,3.091731,0.520806,-2.832546,1.281931,-0.219276,0.224733,-0.783207,2.178726,-0.077871,-2.629442,-0.285492,-2.150373,-0.462643,-0.581241,-1.394004,0.077676,-0.686799,-1.010495,2.080262,1.017515,-1.165152,-1.561587,-0.061897,-1.133028,1.458517,-0.241738,-0.246252,112
-3.622789,1.070435,2.422082,-0.337602,3.550739,2.2087,-0.677508,-0.0814,5.739672,-0.988404,-2.402142,-4.472166,2.576536,-0.038085,-1.380544,-0.768086,-1.576908,0.056535,-2.585392,2.174546,0.894223,-1.954788,0.553519,3.557037,2.836113,1.48789,0.803655,-2.707977,0.616479,-0.745795,1.302757,-0.461881,2.267533,0.197591,-0.006513,-0.534763,-1.362928,-0.526846,0.070487,-0.371152,0.424788,-0.053819,0.166239,0.302794,0.566667,-1.036011,-1.678274,0.79347,-0.042238,1.071211,0.43058,-0.88626,112
-3.488003,2.079025,2.598979,0.902509,3.906414,2.684564,-0.714163,-1.499897,6.280942,-0.30939,-1.839923,-3.243056,1.008514,0.217543,-1.095722,-0.961184,-3.210978,0.194893,-1.513102,0.732146,2.100549,-1.14859,-1.187151,3.884924,2.733661,2.440166,-0.062159,-1.788599,0.247736,0.131607,0.109605,-1.977764,2.016579,0.807397,-1.218483,1.257834,-1.959944,0.892315,-1.494837,-1.786376,-0.146279,-0.17437,-0.697132,2.20685,0.680999,0.102451,-0.355556,0.630545,-1.468091,1.710402,-0.42718,1.941436,112
-6.149512,-0.880547,3.085628,-0.121856,2.519035,0.866393,2.984003,0.390936,4.113956,-2.769867,-2.785446,-0.659995,-0.009474,1.205599,1.310402,-0.884081,-0.380373,0.768882,0.685807,-0.821148,-0.765986,-3.163047,2.059135,2.164277,1.81164,1.478871,2.647141,-1.043287,3.943916,1.034132,-1.241776,-0.714981,0.537866,2.620244,-1.521943,-0.330751,-0.539439,-2.432895,0.40181,0.13331,1.024567,0.760923,0.156789,1.407978,0.279435,-0.97817,0.149689,1.194639,0.010654,1.37946,-0.77849,1.082891,113
-5.472063,-0.228422,3.535633,0.41107,1.565158,-1.066969,1.822487,0.938106,4.909438,-3.211123,-3.879187,-0.95006,-2.556023,2.039222,2.589924,-0.264983,-1.516835,0.727555,3.305059,-0.120499,0.129914,-2.72263,0.82747,1.519297,0.61607,0.351952,0.770807,-1.303647,3.643361,0.668836,-3.040177,-0.343335,-1.662435,0.963913,-0.311066,-1.192242,1.894486,-2.807066,0.530562,0.413153,2.04167,0.610581,0.208303,1.725666,-0.421165,-1.437192,-1.223854,0.626635,-0.723248,-0.350296,-0.130758,1.920695,113
-5.99993,-0.229505,2.620474,-0.495001,1.636888,-0.984423,2.680094,-1.145049,4.110543,-2.084809,-3.231852,-2.317251,1.14793,0.979369,1.368304,-1.702484,-1.823088,-0.336638,1.513739,-2.363749,-1.437924,-3.522976,3.67303,4.643075,0.204524,0.993919,2.925575,-0.932663,2.088011,0.885903,-1.529057,0.781605,-0.890474,1.763332,0.026498,1.109237,0.841036,-2.960665,-1.111056,-1.250172,-0.925924,0.913215,-0.000056,0.745539,0.05551,-0.006224,0.01143,1.083019,-0.22339,0.576186,-0.628762,0.279118,113
-4.459353,0.056339,1.736788,-1.654122,2.764949,-1.952873,2.010955,-0.587912,3.985162,-3.213186,-2.553391,-2.654871,0.771317,2.039893,0.391815,-2.062082,-0.786651,1.220232,2.261168,-2.382924,-1.311216,-2.620441,2.063687,2.739178,0.777094,1.193378,1.587425,-2.538432,1.319287,0.744218,-1.946831,0.400408,-0.019667,1.597362,-1.886874,2.40321,-0.894041,-1.375544,-1.273308,-0.831147,-0.916359,0.039455,-0.03007,-0.137501,-0.623517,0.737161,0.209048,-0.523346,0.613269,0.223992,-0.130434,1.861412,113
-1.424023,10.048884,-0.525659,-2.420364,4.1602,-1.052087,1.388321,-0.917982,-0.196331,0.326914,-3.372121,1.288033,1.966427,-5.389258,-4.70124,4.680196,0.560805,4.549324,1.911515,0.017913,2.303927,-0.434732,-0.361387,1.587162,-2.126844,-0.483492,-0.179734,1.214671,-2.692907,-0.284547,-2.501474,0.335017,0.112582,1.335196,1.333348,0.123801,0.285873,-2.816565,0.813591,1.460811,0.823517,-1.257394,-0.435283,-0.82989,0.217672,-0.195436,0.060876,-0.283765,-0.889408,-0.262406,0.155246,0.051408,114
-1.931541,10.117473,0.157189,-0.148021,4.925536,-3.177908,1.225076,0.342296,0.006487,0.396883,-2.675396,1.416638,0.748374,-5.360775,-4.467384,4.865433,0.628309,5.470944,4.359913,-0.395611,2.951464,0.12769,0.696959,3.050108,-2.575384,-1.131657,0.145817,1.923214,-1.655082,-1.140772,-1.028234,-1.306664,-1.741585,1.059305,0.842168,1.734371,-0.625648,-2.468024,0.675987,0.595902,1.135751,-0.333249,0.428745,-0.959423,-0.23611,0.55635,0.759244,0.324597,-1.587074,-1.120392,-0.561715,1.193785,114
-2.046567,10.970636,-0.610457,-1.781395,5.066221,-2.512934,2.553811,-0.693806,-0.96134,-0.738564,-2.003745,2.211268,0.689949,-5.354718,-5.726953,4.768378,-0.486032,6.964222,4.26186,-0.344348,3.131973,-1.266305,0.569599,2.057144,-2.82659,1.215321,-0.360472,1.53499,-1.202662,-0.955305,-2.082205,-0.20706,-0.065476,1.602793,0.234306,-0.138114,-0.465243,-1.621307,0.459842,-0.322839,0.745227,-1.341742,-0.111513,-0.605888,0.305189,0.313556,0.09608,-0.511612,-1.59454,-0.601028,0.161712,0.926036,114
-0.897274,11.043205,1.628243,-1.458172,5.366744,-2.360022,2.713877,-2.212873,-0.354119,2.434059,-3.293467,4.089617,0.08948,-7.502536,-6.280818,8.025855,-1.720449,7.348058,6.213369,-1.701334,4.678357,-0.685538,2.744213,3.101134,-1.458946,2.345887,-0.100363,2.067539,-3.525602,-4.019825,-3.305693,0.37382,-2.236754,0.555556,0.498298,2.311057,0.311307,-1.256919,-0.425913,0.50953,-2.96963,-0.086821,0.442093,0.643917,-1.955334,0.753653,0.542004,2.252759,-0.846035,-0.399197,-0.088658,2.032451,114
-6.588426,-5.150117,2.964965,-1.560368,-0.949466,-0.320495,1.754265,2.293823,-0.109673,0.128435,-1.973866,-1.782102,-0.700499,-2.986858,1.073795,-4.547787,0.273792,2.306715,-1.866035,-1.88609,0.841536,-2.800687,-1.282011,-1.381548,-1.864746,-0.009169,-1.860182,-1.842345,-1.445789,-2.541473,1.38051,-1.49155,-1.086581,0.528556,0.799508,0.262167,-0.684283,-1.454734,1.581727,-0.133881,-0.371148,-0.194109,-2.535798,2.844485,0.701463,2.135455,-0.575932,1.237441,1.986063,-2.197904,0.342561,1.836258,117
-9.468237,-5.388706,2.017475,-5.438413,-0.175703,-1.864194,3.26341,4.34814,0.385316,4.843612,1.389831,-0.422513,-0.678768,-0.859907,-0.057292,-7.37633,0.952948,5.286328,-5.479582,-3.665835,2.876404,-0.31336,1.674494,0.067194,-6.927188,-0.528508,-0.629408,-3.675029,-0.191552,-4.40204,-2.152418,-5.7953,-0.253726,3.57925,0.065485,0.224475,2.624154,-4.096445,-0.160365,1.290698,-0.053036,-3.195832,2.293894,8.796409,-0.875044,-9.452657,-8.842311,5.091915,-0.3062,3.780848,-2.716285,1.48638,117
-7.712551,-5.496046,3.111393,-3.062888,-0.241024,-0.792182,3.795179,1.837133,-2.181855,0.891279,1.434972,1.517619,-1.81827,-1.530357,0.771378,-3.114747,-0.263266,0.187406,-0.619277,-2.933009,1.423697,-3.162947,-1.560529,-0.500974,0.115899,-1.116622,-4.128079,-3.32276,-1.178569,-1.651986,-0.005926,0.525766,-1.049759,3.168065,1.423352,0.079353,-0.826905,-2.108169,0.220213,-0.080289,0.274521,0.050774,-1.263544,2.751655,-0.719366,1.488792,-1.023482,0.348608,-0.494957,-0.224259,-0.149208,-1.880429,117
-7.517082,-5.382406,2.760975,-3.117413,-0.365935,-0.838,2.816718,1.655972,-0.728464,-0.676956,1.28015,0.920625,-0.890989,-1.64173,1.544906,-3.11815,0.490864,2.916161,-3.015453,-1.691703,0.07821,-1.709259,-1.953643,-0.420103,-2.522286,0.07563,-0.413977,-1.167061,-1.212896,-0.928554,0.416533,0.033146,-2.025085,1.983408,1.444801,0.797598,-0.812182,-1.017595,2.440197,0.124844,0.191325,0.174732,-2.321432,1.774565,-0.052538,2.059904,0.276697,0.125049,0.89867,-0.869309,0.522208,-0.046367,117
8.866493,-6.290986,-8.482885,-0.317169,2.706493,2.677297,-3.895487,6.599013,1.916481,5.837272,-3.398523,1.563629,0.361296,0.919915,1.992715,0.543325,-2.666155,3.045189,-0.897729,-0.257885,0.618755,1.212313,-0.05715,-0.857398,3.034759,0.733199,-1.707708,-1.232929,-0.588055,2.385918,1.687571,-1.111313,-0.029623,0.673338,1.607266,-1.492272,0.550309,-0.669608,-0.126403,-3.530347,1.142862,1.375658,-0.333291,-0.059147,-1.709734,-3.156146,2.965422,1.575529,0.846391,1.823492,0.094071,1.019311,118
8.168643,-4.007319,-7.513301,0.108934,0.40956,3.18668,-4.681999,7.423802,1.501762,6.597965,-4.138969,1.884499,1.246432,2.213522,2.717248,1.090667,-3.380476,1.829865,-0.131428,-0.187671,-0.599465,1.085084,0.257583,-2.565581,1.313013,-0.49889,-1.922736,-0.572345,-0.038225,2.567968,0.946924,-0.812874,1.649076,-2.436297,1.835635,-1.264766,0.570304,-2.304269,-1.529812,-1.405213,0.831817,-0.459651,-0.430435,1.870761,-1.668664,-1.250911,2.251617,0.292835,-0.174909,-0.442438,-0.959235,-0.214034,118
8.484061,-3.921877,-7.0903,0.367253,1.020143,3.334885,-4.236309,6.53222,1.324213,7.206649,-4.036182,1.585072,1.862537,1.932026,2.448078,2.104211,-4.118432,1.293381,-0.127416,-0.46453,1.622147,0.930538,-0.351738,-1.998068,0.25871,-1.406892,-1.786675,0.103134,-0.448523,1.7001,0.002517,-1.40953,0.212602,-0.390762,0.958354,-1.753869,2.430161,-1.901371,-1.778585,-3.113694,-0.227048,-0.572266,-2.638385,-0.578306,-0.337672,-1.024394,0.434744,1.632703,1.923976,-0.829518,0.191532,0.163828,118
9.733667,-6.343836,-7.878374,0.199004,2.187023,3.694883,-4.058104,5.966409,1.445411,7.614735,-3.71901,1.334598,0.571656,2.047352,0.887993,1.213406,-2.364887,1.606895,-0.501062,-2.081046,-0.068569,1.542739,1.007284,-1.474191,2.303143,-0.099297,-2.092328,0.520263,0.203505,2.612332,1.008565,-0.618257,0.319962,-1.559874,-0.609186,-2.181051,0.506424,-2.456316,-2.013054,-3.641727,-1.147248,-1.219727,-3.340972,-0.163517,1.125816,-0.822277,-0.154998,0.121154,1.191417,-0.042905,-0.190663,-0.989581,118
7.216734,-4.231837,-9.365088,-1.114232,0.57571,4.634287,-4.905562,7.715779,1.657741,6.599408,-3.685961,0.728227,1.937818,0.611834,2.433576,1.55971,-4.613159,0.992943,-3.005922,0.749548,-1.082065,1.082077,-0.48246,-0.982817,2.072535,-0.250982,-2.290336,-0.604344,-0.193175,1.648256,2.069152,-1.164978,0.070161,0.383622,1.033612,-1.828194,1.453442,0.378656,-0.62113,-1.424334,0.419178,1.379635,-0.799254,1.487808,-2.967853,-1.386703,1.121727,-0.194033,-0.874277,0.089451,-0.635658,0.805387,118
-6.500742,4.358621,-5.856262,5.46567,2.635865,1.599875,2.51396,-1.792987,1.255254,1.107106,1.473133,0.113175,-0.323662,0.096718,1.535081,2.653012,-0.433431,1.769775,2.259174,0.364205,4.257971,-0.578817,1.489517,0.014744,-0.684381,3.341089,-4.048187,2.043507,-3.133961,-1.761699,-0.96131,-1.218582,-1.152221,-0.394822,-0.002872,1.026437,-1.733082,1.979961,1.030843,0.680452,0.054931,-0.349565,0.441652,0.07131,-0.863069,1.182957,-0.153515,-0.458634,0.855789,1.312091,0.354338,0.96731,119
-1.356095,1.920815,2.100009,-1.108088,3.746077,-5.147264,2.225374,0.675513,3.54317,-3.136464,1.122799,-0.046156,1.16836,3.443801,-0.790093,0.75372,0.087628,-0.322937,3.509984,2.069139,-0.934041,0.098005,-0.226875,-0.076144,-1.266496,3.758235,-3.309227,1.304501,-1.506593,0.140261,-1.186366,0.615993,-0.942023,0.910352,0.097226,-0.399788,1.513292,0.641345,-1.026857,0.883895,-0.251034,1.07161,-0.085975,-0.813744,1.29692,-1.085316,1.135455,0.944904,1.503296,0.140381,-0.174441,-0.818748,121
-2.026711,2.926121,3.960223,0.739394,3.025605,-3.157728,5.438109,-1.09408,1.553704,-1.496001,-0.348218,-1.752645,4.713324,2.778022,0.30359,-0.491716,-0.708226,1.692729,-1.794734,-1.282098,0.849174,0.423356,-1.385999,-0.206432,3.435885,3.254056,1.481326,0.40613,0.53481,2.796923,-2.40064,1.37252,-1.204164,3.32984,1.071462,-1.150038,2.074663,1.664203,1.092799,-1.554319,-0.077237,0.062968,-1.71802,1.567029,0.691108,3.396518,-0.855445,-0.123031,-0.424573,0.246416,-0.686832,0.794204,121
7.320781,-1.129824,-0.212397,-1.928993,-1.456747,2.721992,-2.036691,1.893877,-0.483787,2.27156,-0.216871,4.311677,-1.266517,0.198669,5.274123,-2.452324,2.776842,-0.808629,2.355477,-0.072325,3.179716,2.644585,6.984511,1.00889,-0.454692,-0.19069,1.821623,0.38509,-0.125916,5.63062,-0.949561,-1.319171,0.344994,-2.461694,2.628227,1.192804,0.374956,-2.133175,-1.294148,-2.020811,1.497248,-1.751518,-0.414582,-0.690359,-1.918354,1.803846,-0.319393,0.681466,-2.036919,0.370128,-1.28515,-0.318013,123
-4.955584,5.019003,-0.231581,-3.266936,11.087679,-1.773507,-1.577383,-4.306137,1.026938,0.555841,0.432932,-8.96383,1.554542,-1.222056,2.077473,0.225457,3.359583,-1.344383,-0.356362,2.405356,0.812107,6.522556,-2.405936,-4.054109,-0.097775,-0.268632,1.357358,-1.954126,0.567568,-2.266252,1.707821,-1.295529,4.175586,-0.047889,-0.51159,-1.400699,0.901815,-0.300761,-0.93045,-1.102144,0.012134,0.36719,-0.519133,1.88947,1.238074,-0.450114,-0.722197,1.557831,0.755038,-1.030844,-0.032115,1.767668,124
3.527768,0.435098,4.808043,0.036895,-1.168123,-1.968265,1.388374,-1.697298,5.171593,-5.442268,-1.533612,-4.172807,5.464502,-0.093495,0.938197,-1.024748,-0.199335,-1.802945,-2.212634,-0.643045,-0.902627,0.672605,-0.816218,-2.420591,3.439436,0.315583,0.743796,-2.519298,-0.495218,-0.549579,-3.261814,1.188687,-0.032925,-2.497306,0.840873,0.505575,-1.145119,-0.0038,-0.217042,-0.360755,-0.482136,0.505543,-0.464598,1.874429,0.233219,0.325258,-1.492387,0.433258,0.579463,-0.639578,0.21618,-1.147161,125
-5.791034,4.230314,-2.1975,2.089074,-0.963799,-1.50993,3.064484,-1.166314,2.437001,-2.502228,-2.259271,-0.306517,-1.133252,2.462907,2.570035,-2.589132,-2.801291,-0.376667,1.694691,-2.37052,-0.643466,-0.251019,-0.250367,-1.078192,-0.481585,2.285698,2.405163,0.158949,2.996266,-0.113112,1.272931,1.462419,2.615009,0.83691,-1.376572,-1.51216,0.29143,-3.482982,0.507278,-2.184612,1.340425,1.693336,-1.923636,-0.023583,-0.590679,-0.36492,0.491712,-1.06144,-0.730743,0.110296,0.467587,-1.208539,126
-14.863284,-9.867784,0.000671,-4.088176,-1.498896,-14.285855,-8.211516,1.615814,-8.021456,-0.992732,-8.27532,-7.855703,3.555268,-0.179747,1.309,1.913257,-5.25007,-2.892786,6.094786,-7.552557,0.903672,-4.138008,3.412987,0.077791,5.164026,-4.32393,-2.624882,1.826625,-1.426168,-0.070587,3.718925,1.616198,-2.24218,4.090522,1.54664,3.014022,-2.857635,-0.426306,1.410031,-1.922959,-1.425567,-1.827624,-0.782949,-1.487911,0.653266,-0.150414,-0.427686,-1.246779,-2.54149,0.27737,1.126093,-1.868479,127
-0.054844,6.544841,15.391715,2.313249,10.537336,-4.926437,17.327166,10.18437,-7.512012,9.816012,12.011252,4.12068,-9.670313,3.297987,3.188037,4.224682,-1.820911,-5.311473,0.31022,-2.384532,-4.804331,2.452212,-0.86336,0.822502,1.952879,-9.116832,1.608685,-2.007886,-3.721497,-1.988231,-2.365442,2.446751,-0.38152,-1.249883,0.701706,1.974994,3.471254,0.721383,-3.208819,-1.124555,0.03293,-0.381111,0.720906,1.37068,1.353671,-0.512277,1.222988,0.682851,0.395146,1.055531,-0.53587,0.590458,128
6.20006,-1.459097,1.610195,-1.33833,-1.881464,2.913589,-2.510061,2.327123,-0.402828,3.056343,-1.714033,6.037938,-0.874548,1.063432,4.969323,-2.4168,2.863279,-0.818577,3.396611,0.47556,4.483017,2.753731,7.948641,3.354438,-0.064959,0.041216,0.636927,-0.225708,0.20296,5.314607,-1.566109,-0.241532,-1.500337,-2.172813,4.530444,0.074403,0.371026,-0.283178,-0.742508,-1.238881,0.064289,-3.191944,-0.993107,-0.987875,-0.650454,-0.003993,-1.480083,0.328594,-0.084282,-2.114398,-1.120385,0.257369,123
3.321128,10.40067,5.853313,0.694419,6.102356,-6.996922,8.642423,-1.117302,3.496068,-3.594959,-0.023076,0.717511,1.589812,1.206853,-1.779373,-1.286475,1.143475,2.306143,1.578044,-3.187755,-4.60536,0.14491,-1.351897,-1.0034,-0.786159,-1.668131,0.363607,-1.411053,0.518088,1.641874,0.578988,0.19053,2.319566,-1.370302,1.485263,0.452231,-0.971598,1.390837,-0.914854,-1.346191,0.929654,0.065019,-1.683105,-0.07568,0.38549,2.22496,0.54014,-0.421941,1.434028,0.875189,-1.281793,0.046553,129
16.400126,-7.795968,-8.105611,0.151059,2.35142,2.956691,-0.054375,3.892877,0.772302,5.782584,0.655152,2.570159,3.000539,1.520251,-1.008159,-1.080382,-1.376989,3.467659,2.220258,0.211697,-1.446805,-2.275013,0.55271,-0.451657,1.359346,-0.155056,-0.433448,-0.736592,-4.018652,1.919825,-1.89811,-0.035584,-3.062445,0.665792,-2.266872,2.587984,-0.070334,-1.290865,-1.638529,3.461472,-0.626162,1.186719,-0.109725,-0.686945,3.768779,1.393337,-2.799773,-0.892928,0.128682,1.595931,1.127805,-0.543762,130
-5.762026,1.06279,0.471573,2.671114,-0.54194,-1.397152,3.314033,-0.270077,2.641212,-2.559995,-2.10622,0.536513,-0.475277,1.103454,2.21207,-1.768154,-2.732213,-0.137743,1.355277,-3.253435,1.77412,-0.877036,-1.355112,-0.296409,-0.670149,2.689608,3.11085,-1.152324,2.442363,1.279706,0.470206,1.982873,1.813784,1.421595,1.095769,-2.249624,-0.045549,-2.38252,-0.002076,-1.972458,1.469522,2.644185,0.03289,2.237743,-0.527197,0.633992,-1.124403,-1.55865,-1.487483,-0.676504,-0.046151,-0.259587,126
