@RELATION GSCM_all
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE a35 NUMERIC
@ATTRIBUTE a36 NUMERIC
@ATTRIBUTE a37 NUMERIC
@ATTRIBUTE a38 NUMERIC
@ATTRIBUTE a39 NUMERIC
@ATTRIBUTE a40 NUMERIC
@ATTRIBUTE a41 NUMERIC
@ATTRIBUTE a42 NUMERIC
@ATTRIBUTE a43 NUMERIC
@ATTRIBUTE a44 NUMERIC
@ATTRIBUTE a45 NUMERIC
@ATTRIBUTE a46 NUMERIC
@ATTRIBUTE a47 NUMERIC
@ATTRIBUTE a48 NUMERIC
@ATTRIBUTE a49 NUMERIC
@ATTRIBUTE a50 NUMERIC
@ATTRIBUTE a51 NUMERIC
@ATTRIBUTE a52 NUMERIC
@ATTRIBUTE a53 NUMERIC
@ATTRIBUTE a54 NUMERIC
@ATTRIBUTE a55 NUMERIC
@ATTRIBUTE a56 NUMERIC
@ATTRIBUTE a57 NUMERIC
@ATTRIBUTE a58 NUMERIC
@ATTRIBUTE a59 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
132730.0,19390.0,1398043.0,123344.0,28724.0,1387059.0,127611.0,24553.0,1392174.0,116043.0,36117.0,1379759.0,114849.0,37149.0,1379344.0,123344.0,28724.0,1387059.0,103745.0,48313.0,1366766.0,116043.0,36117.0,1379759.0,97942.0,53911.0,1361646.0,95852.0,55991.0,1357207.0,81028.0,70895.0,1342539.0,81744.0,70301.0,1343103.0,81909.0,69795.0,1344828.0,70488.0,81079.0,1329543.0,61849.0,89923.0,1321866.0,50387.0,101510.0,1309450.0,67840.0,83727.0,1329964.0,53372.0,97899.0,1310151.0,50493.0,101130.0,1309016.0,29913.0,121818.0,1286704.0,155
128107.0,31335.0,1415898.0,122888.0,36535.0,1409305.0,142363.0,17185.0,1429801.0,124338.0,35206.0,1410755.0,98128.0,61169.0,1384935.0,122888.0,36535.0,1409305.0,126354.0,33146.0,1412446.0,124338.0,35206.0,1410755.0,69724.0,89418.0,1355562.0,88524.0,70706.0,1372614.0,111136.0,48294.0,1395930.0,91277.0,68197.0,1375367.0,44712.0,114244.0,1329625.0,59934.0,99071.0,1341762.0,97431.0,61916.0,1380953.0,61759.0,97618.0,1343587.0,28943.0,129792.0,1312970.0,42153.0,116583.0,1321791.0,86991.0,72274.0,1369253.0,41186.0,118068.0,1320824.0,150
149293.0,21215.0,1772926.0,130831.0,39630.0,1752924.0,148035.0,22488.0,1771298.0,152994.0,17524.0,1775087.0,128880.0,41553.0,1751356.0,130831.0,39630.0,1752924.0,125985.0,44447.0,1747751.0,152994.0,17524.0,1775087.0,109513.0,60841.0,1730838.0,93870.0,76425.0,1713312.0,104726.0,65598.0,1725012.0,136620.0,33801.0,1756062.0,91468.0,78813.0,1711637.0,61854.0,108254.0,1678670.0,84572.0,85635.0,1703387.0,120934.0,49371.0,1737750.0,75870.0,94316.0,1694906.0,45816.0,124102.0,1660012.0,66427.0,103668.0,1683766.0,106721.0,63458.0,1720917.0,151
138530.0,33996.0,2102362.0,120618.0,51885.0,2082749.0,149002.0,23618.0,2112350.0,145958.0,26660.0,2108089.0,106066.0,66324.0,2068707.0,120618.0,51885.0,2082749.0,126275.0,46287.0,2087958.0,145958.0,26660.0,2108089.0,75776.0,96482.0,2037224.0,73505.0,98804.0,2032783.0,104696.0,67788.0,2064736.0,121598.0,50952.0,2080876.0,50340.0,121799.0,2010584.0,42511.0,129588.0,1998958.0,85788.0,86592.0,2044211.0,99273.0,73187.0,2055720.0,35973.0,136047.0,1995013.0,30301.0,141575.0,1983934.0,72884.0,99387.0,2029697.0,81289.0,91053.0,2034922.0,152
125693.0,19834.0,1309112.0,108235.0,37255.0,1290299.0,124503.0,21061.0,1307545.0,129066.0,16497.0,1311130.0,106638.0,38803.0,1289093.0,108235.0,37255.0,1290299.0,103898.0,41600.0,1285615.0,129066.0,16497.0,1311130.0,88533.0,56833.0,1270015.0,73480.0,71858.0,1253258.0,84070.0,61346.0,1264480.0,113955.0,31538.0,1293733.0,71771.0,73526.0,1252274.0,46830.0,98351.0,1224333.0,66157.0,79167.0,1245271.0,99360.0,46045.0,1276863.0,58011.0,87218.0,1237533.0,34688.0,110332.0,1209923.0,53231.0,91982.0,1231067.0,86217.0,59090.0,1261452.0,153
177574.0,30407.0,2164118.0,155169.0,52773.0,2140099.0,179895.0,28192.0,2166128.0,183290.0,24796.0,2168220.0,148877.0,58942.0,2134135.0,155169.0,52773.0,2140099.0,153337.0,54688.0,2137981.0,183290.0,24796.0,2168220.0,122035.0,85614.0,2106025.0,107998.0,99720.0,2090056.0,128413.0,79522.0,2111496.0,160611.0,47411.0,2142669.0,97377.0,110122.0,2080086.0,68702.0,138756.0,2047936.0,104943.0,102878.0,2086492.0,139059.0,68861.0,2118293.0,76086.0,131276.0,2057503.0,47737.0,159457.0,2024163.0,84626.0,123072.0,2064651.0,119332.0,88455.0,2095758.0,154
135280.0,33478.0,1713522.0,129068.0,39679.0,1705810.0,150124.0,18837.0,1727912.0,131494.0,37465.0,1708237.0,103366.0,65142.0,1680597.0,129068.0,39679.0,1705810.0,132707.0,36218.0,1709020.0,131494.0,37465.0,1708237.0,73286.0,94962.0,1649516.0,91888.0,76575.0,1666145.0,116194.0,52679.0,1691053.0,96708.0,72213.0,1670968.0,47123.0,120893.0,1622324.0,61203.0,106951.0,1633007.0,101561.0,67240.0,1674986.0,65926.0,102941.0,1637736.0,31237.0,136563.0,1605395.0,42847.0,125006.0,1612192.0,90567.0,78167.0,1662554.0,45322.0,123471.0,1614676.0,150
143713.0,19567.0,1447157.0,127602.0,35640.0,1429513.0,143286.0,20030.0,1446151.0,147954.0,15358.0,1449865.0,125004.0,38190.0,1427506.0,127602.0,35640.0,1429513.0,123759.0,39489.0,1425123.0,147954.0,15358.0,1449865.0,107505.0,55595.0,1409074.0,95084.0,68004.0,1394555.0,105083.0,58075.0,1404981.0,133641.0,29598.0,1433112.0,91460.0,71545.0,1392098.0,67468.0,95436.0,1364545.0,87595.0,75456.0,1386051.0,119810.0,43333.0,1416887.0,77637.0,85275.0,1377342.0,53161.0,109541.0,1347872.0,71792.0,91151.0,1368818.0,107066.0,55963.0,1401777.0,151
153518.0,34832.0,1854981.0,135308.0,53011.0,1835075.0,164029.0,24386.0,1864900.0,160417.0,27997.0,1860184.0,120271.0,67967.0,1820645.0,135308.0,53011.0,1835075.0,140676.0,47683.0,1839877.0,160417.0,27997.0,1860184.0,88958.0,99161.0,1788251.0,86724.0,101427.0,1783735.0,118403.0,69887.0,1815948.0,134721.0,53636.0,1831732.0,61609.0,126407.0,1759811.0,51773.0,136190.0,1746052.0,98088.0,90130.0,1793989.0,110785.0,77501.0,1805064.0,44095.0,143827.0,1741201.0,36793.0,150995.0,1728344.0,83306.0,104825.0,1777590.0,91344.0,96862.0,1782895.0,152
161807.0,23679.0,1421868.0,141222.0,44216.0,1399798.0,160894.0,24643.0,1420414.0,165945.0,19572.0,1424521.0,138970.0,46399.0,1398103.0,141222.0,44216.0,1399798.0,136786.0,48665.0,1394858.0,165945.0,19572.0,1424521.0,117104.0,68151.0,1375300.0,99638.0,85597.0,1355841.0,113494.0,71855.0,1370134.0,148039.0,37373.0,1404242.0,96513.0,88642.0,1353756.0,65124.0,119895.0,1318963.0,91668.0,93585.0,1346870.0,130673.0,54624.0,1384512.0,78951.0,106112.0,1335231.0,47713.0,137110.0,1299168.0,74047.0,111110.0,1327814.0,114429.0,70761.0,1365884.0,153
193849.0,32483.0,2312523.0,170052.0,56251.0,2286968.0,196068.0,30352.0,2314292.0,199293.0,27126.0,2316209.0,163166.0,63029.0,2280551.0,170052.0,56251.0,2286968.0,167355.0,59019.0,2283848.0,199293.0,27126.0,2316209.0,134209.0,91834.0,2250321.0,118957.0,107163.0,2232856.0,140210.0,86106.0,2255000.0,174316.0,52056.0,2288215.0,107099.0,118804.0,2221926.0,74939.0,150971.0,2185867.0,114501.0,111746.0,2227610.0,150465.0,75847.0,2261393.0,83204.0,142577.0,2196728.0,51578.0,174123.0,2159547.0,91993.0,134181.0,2203441.0,128590.0,97651.0,2236559.0,154
149956.0,21903.0,1609610.0,139391.0,32424.0,1597390.0,143957.0,27965.0,1602904.0,130854.0,41065.0,1588854.0,129850.0,41871.0,1588587.0,139391.0,32424.0,1597390.0,116847.0,55011.0,1574160.0,130854.0,41065.0,1588854.0,110736.0,60832.0,1568571.0,108520.0,63096.0,1563968.0,91084.0,80696.0,1546780.0,91957.0,79894.0,1547409.0,92615.0,78804.0,1549545.0,79899.0,91491.0,1532828.0,69534.0,102171.0,1523613.0,56477.0,115292.0,1509415.0,76676.0,94601.0,1532693.0,60636.0,110534.0,1511046.0,56453.0,115188.0,1508908.0,34199.0,137490.0,1484622.0,155
130992.0,27923.0,1350544.0,124050.0,34851.0,1342138.0,140961.0,18117.0,1359904.0,126184.0,32893.0,1344272.0,104420.0,54275.0,1323159.0,124050.0,34851.0,1342138.0,124003.0,35044.0,1341504.0,126184.0,32893.0,1344272.0,79261.0,79180.0,1297223.0,91188.0,67462.0,1307024.0,107854.0,51147.0,1323931.0,95534.0,63511.0,1311370.0,56221.0,101960.0,1273412.0,62607.0,95743.0,1276247.0,93236.0,65712.0,1307901.0,67840.0,91156.0,1281480.0,38692.0,119256.0,1255085.0,44754.0,113283.0,1256218.0,82495.0,76402.0,1295746.0,46966.0,111974.0,1258430.0,150
160415.0,22835.0,1607164.0,139868.0,43355.0,1585039.0,158340.0,24978.0,1604541.0,164568.0,18749.0,1609739.0,138451.0,44691.0,1584183.0,139868.0,43355.0,1585039.0,133960.0,49318.0,1578602.0,164568.0,18749.0,1609739.0,117618.0,65411.0,1562339.0,99627.0,83448.0,1542225.0,110429.0,72801.0,1553530.0,147055.0,36220.0,1589653.0,98285.0,84639.0,1541987.0,65884.0,117030.0,1505935.0,88172.0,95002.0,1529755.0,130146.0,53078.0,1570197.0,81882.0,100946.0,1524556.0,50595.0,132158.0,1488116.0,68781.0,114327.0,1508865.0,114917.0,68248.0,1552438.0,151
146181.0,35361.0,1916254.0,127918.0,53597.0,1896304.0,156911.0,24735.0,1926397.0,152961.0,28676.0,1921347.0,112641.0,68767.0,1881620.0,127918.0,53597.0,1896304.0,133181.0,48423.0,1900998.0,152961.0,28676.0,1921347.0,81524.0,99776.0,1849384.0,79522.0,101817.0,1845148.0,110698.0,70849.0,1876863.0,126798.0,54784.0,1892424.0,55310.0,125904.0,1822026.0,46512.0,134662.0,1809372.0,91056.0,90428.0,1855575.0,103099.0,78412.0,1865959.0,39543.0,141587.0,1805110.0,33350.0,147675.0,1793427.0,77489.0,103932.0,1840360.0,84308.0,97129.0,1844385.0,152
192660.0,21630.0,1500533.0,174029.0,40234.0,1480403.0,191452.0,22910.0,1498859.0,195758.0,18602.0,1502132.0,171614.0,42559.0,1478474.0,174029.0,40234.0,1480403.0,168939.0,45381.0,1474863.0,195758.0,18602.0,1502132.0,151363.0,62686.0,1457217.0,135827.0,78277.0,1439708.0,146987.0,67279.0,1451441.0,178535.0,35778.0,1482416.0,132085.0,81844.0,1436929.0,100558.0,113368.0,1401968.0,125707.0,88497.0,1428700.0,161789.0,52465.0,1463199.0,113978.0,99833.0,1417810.0,73123.0,140621.0,1372069.0,105394.0,108739.0,1406936.0,145540.0,68647.0,1444486.0,153
186980.0,33694.0,2274599.0,162773.0,57891.0,2248669.0,189920.0,30850.0,2277164.0,193714.0,27055.0,2279609.0,155389.0,65164.0,2241675.0,162773.0,57891.0,2248669.0,161099.0,59641.0,2246639.0,193714.0,27055.0,2279609.0,125801.0,94610.0,2210775.0,111405.0,109108.0,2194267.0,134123.0,86574.0,2217972.0,169525.0,51212.0,2252383.0,98863.0,121399.0,2182532.0,70271.0,150057.0,2150135.0,109253.0,111394.0,2191419.0,146631.0,74061.0,2226486.0,75946.0,144157.0,2158320.0,49305.0,170824.0,2126188.0,88811.0,131773.0,2169307.0,125897.0,94743.0,2202764.0,154
170209.0,22989.0,1669699.0,158543.0,34631.0,1656365.0,163038.0,30268.0,1661825.0,149986.0,43304.0,1647808.0,148891.0,44152.0,1647434.0,158543.0,34631.0,1656365.0,133565.0,59696.0,1630705.0,149986.0,43304.0,1647808.0,128556.0,64313.0,1626168.0,125406.0,67568.0,1620637.0,105270.0,87936.0,1600776.0,108649.0,84584.0,1603880.0,109246.0,83462.0,1605913.0,94164.0,98581.0,1586835.0,80191.0,112955.0,1574069.0,70353.0,122816.0,1563024.0,91703.0,100858.0,1587410.0,71774.0,120750.0,1561879.0,63884.0,129188.0,1556148.0,43203.0,149898.0,1533308.0,155
105772.0,23746.0,1069380.0,100714.0,28778.0,1062906.0,115128.0,14542.0,1077983.0,101585.0,28079.0,1063777.0,83160.0,46164.0,1046135.0,100714.0,28778.0,1062906.0,101593.0,28041.0,1063050.0,101585.0,28079.0,1063777.0,61821.0,67291.0,1024188.0,73563.0,55699.0,1033727.0,88754.0,40841.0,1048825.0,75409.0,54198.0,1035573.0,42599.0,86338.0,1004330.0,50527.0,78487.0,1008699.0,77409.0,52139.0,1036108.0,51899.0,77641.0,1010074.0,29149.0,99662.0,990205.0,35940.0,92858.0,992105.0,69269.0,60244.0,1026587.0,34912.0,94544.0,991086.0,150
129539.0,18052.0,1334907.0,112707.0,34859.0,1316442.0,127424.0,20233.0,1331970.0,132865.0,14791.0,1336600.0,112065.0,35426.0,1316631.0,112707.0,34859.0,1316442.0,107662.0,39955.0,1310592.0,132865.0,14791.0,1336600.0,95427.0,51961.0,1299195.0,80179.0,67247.0,1281499.0,88640.0,58930.0,1289961.0,119068.0,28546.0,1320388.0,79881.0,67422.0,1282834.0,52353.0,94923.0,1251271.0,70696.0,76826.0,1270409.0,105773.0,41791.0,1304691.0,66214.0,81010.0,1268347.0,38781.0,108362.0,1235283.0,54932.0,92536.0,1253046.0,93747.0,53765.0,1290249.0,151
114670.0,28077.0,1421928.0,100290.0,42436.0,1405832.0,123546.0,19269.0,1429903.0,120089.0,22714.0,1425631.0,87958.0,54686.0,1394417.0,100290.0,42436.0,1405832.0,105093.0,37677.0,1409760.0,120089.0,22714.0,1425631.0,63118.0,79406.0,1368797.0,61939.0,80639.0,1364995.0,87560.0,55152.0,1390550.0,99415.0,43328.0,1402471.0,42377.0,100043.0,1347262.0,35792.0,106608.0,1336396.0,72238.0,70414.0,1373554.0,80569.0,62099.0,1381173.0,30336.0,111969.0,1334440.0,25425.0,116811.0,1323568.0,61849.0,80735.0,1361499.0,65352.0,77237.0,1363495.0,152
160304.0,19454.0,1215374.0,144275.0,35462.0,1197881.0,160242.0,19576.0,1214709.0,163705.0,16111.0,1217310.0,141391.0,38265.0,1195623.0,144275.0,35462.0,1197881.0,141001.0,38773.0,1194035.0,163705.0,16111.0,1217310.0,123148.0,56388.0,1176562.0,110430.0,69161.0,1161768.0,122234.0,57483.0,1173871.0,148798.0,30969.0,1200132.0,105678.0,73730.0,1158283.0,79261.0,100153.0,1128389.0,104056.0,75592.0,1154322.0,134342.0,45361.0,1183461.0,89166.0,90118.0,1140961.0,55600.0,123617.0,1102555.0,86796.0,92770.0,1135714.0,120331.0,59295.0,1167270.0,153
159125.0,27576.0,1719032.0,140416.0,46267.0,1698610.0,163188.0,23596.0,1722395.0,164530.0,22254.0,1722724.0,133072.0,53502.0,1691992.0,140416.0,46267.0,1698610.0,140737.0,46011.0,1698250.0,164530.0,22254.0,1722724.0,108434.0,78000.0,1666381.0,98165.0,88355.0,1653681.0,119369.0,67327.0,1675204.0,144088.0,42659.0,1699604.0,85473.0,100820.0,1642449.0,62391.0,123937.0,1615261.0,99259.0,87375.0,1653426.0,124532.0,62161.0,1677402.0,65539.0,120619.0,1621537.0,42446.0,143679.0,1592684.0,81819.0,104741.0,1634330.0,106445.0,80183.0,1656683.0,154
140117.0,20619.0,1472290.0,130992.0,29696.0,1461578.0,135682.0,25122.0,1467150.0,122841.0,37953.0,1453427.0,120936.0,39646.0,1452270.0,130992.0,29696.0,1461578.0,111378.0,49356.0,1441281.0,122841.0,37953.0,1453427.0,102582.0,57816.0,1433112.0,102600.0,57864.0,1430785.0,88194.0,72450.0,1416552.0,86729.0,73979.0,1414914.0,85160.0,75061.0,1414881.0,76141.0,84053.0,1401978.0,68232.0,92300.0,1395067.0,53616.0,106981.0,1379457.0,69920.0,90139.0,1398820.0,57657.0,102254.0,1381163.0,56077.0,104367.0,1381365.0,31793.0,128669.0,1355309.0,155
111525.0,24851.0,1195213.0,105670.0,30695.0,1187941.0,120570.0,15957.0,1203576.0,106951.0,29569.0,1189222.0,87802.0,48363.0,1170809.0,105670.0,30695.0,1187941.0,105701.0,30791.0,1187332.0,106951.0,29569.0,1189222.0,65419.0,70513.0,1147778.0,76816.0,59303.0,1157034.0,91610.0,44839.0,1171887.0,79451.0,57021.0,1159669.0,45414.0,90306.0,1127108.0,52464.0,83379.0,1130685.0,79231.0,57171.0,1158169.0,54848.0,81557.0,1133068.0,31675.0,103859.0,1112678.0,37336.0,98248.0,1113560.0,70494.0,65854.0,1148094.0,37602.0,98728.0,1113820.0,150
143604.0,18633.0,1448409.0,125349.0,36862.0,1428526.0,140360.0,21922.0,1444441.0,146619.0,15661.0,1449796.0,125576.0,36577.0,1429491.0,125349.0,36862.0,1428526.0,118960.0,43272.0,1421443.0,146619.0,15661.0,1449796.0,108440.0,53626.0,1411470.0,91077.0,71000.0,1391769.0,98339.0,63824.0,1399255.0,131919.0,30307.0,1432611.0,92373.0,69604.0,1394521.0,61423.0,100498.0,1359668.0,78823.0,83256.0,1378204.0,117731.0,44420.0,1415976.0,77962.0,83925.0,1379230.0,45149.0,116599.0,1340984.0,61290.0,100697.0,1359176.0,104686.0,57374.0,1400521.0,151
128157.0,29668.0,1529377.0,111573.0,46224.0,1511062.0,136081.0,21822.0,1536437.0,133953.0,23949.0,1533442.0,99833.0,57867.0,1500205.0,111573.0,46224.0,1511062.0,115049.0,42808.0,1513693.0,133953.0,23949.0,1533442.0,73110.0,84458.0,1472642.0,69439.0,88187.0,1466371.0,95061.0,62735.0,1492008.0,112102.0,45752.0,1509034.0,50059.0,107398.0,1448731.0,40573.0,116860.0,1434973.0,77755.0,79966.0,1473020.0,91912.0,65878.0,1486312.0,35278.0,122077.0,1433083.0,28700.0,128547.0,1420565.0,66061.0,91578.0,1459652.0,75592.0,82119.0,1467457.0,152
177774.0,19444.0,1432584.0,161246.0,35944.0,1414462.0,176881.0,20398.0,1431012.0,180616.0,16658.0,1433832.0,158965.0,38147.0,1412880.0,161246.0,35944.0,1414462.0,156865.0,40367.0,1409429.0,180616.0,16658.0,1433832.0,140911.0,56086.0,1393942.0,127204.0,69833.0,1377961.0,137414.0,59755.0,1388433.0,165267.0,31951.0,1416021.0,123662.0,73218.0,1375814.0,95777.0,101082.0,1344110.0,118583.0,78508.0,1368081.0,150272.0,46872.0,1398598.0,107375.0,89399.0,1358638.0,70050.0,126614.0,1315990.0,100607.0,96396.0,1348603.0,135677.0,61375.0,1381605.0,153
163847.0,27719.0,1748535.0,143909.0,47621.0,1726897.0,166327.0,25324.0,1750323.0,168669.0,22981.0,1751656.0,137789.0,53629.0,1721499.0,143909.0,47621.0,1726897.0,142413.0,49195.0,1724715.0,168669.0,22981.0,1751656.0,113274.0,77978.0,1696032.0,101160.0,90179.0,1681479.0,119941.0,71614.0,1700560.0,147615.0,43989.0,1727928.0,90411.0,100679.0,1672217.0,64801.0,126319.0,1642490.0,98789.0,92709.0,1677729.0,127597.0,63946.0,1705270.0,70379.0,120556.0,1651229.0,44855.0,146046.0,1619920.0,80576.0,110858.0,1657844.0,109356.0,82119.0,1684392.0,154
146589.0,20133.0,1412568.0,136812.0,29886.0,1401121.0,140816.0,25979.0,1405965.0,128717.0,38074.0,1393026.0,127921.0,38677.0,1393093.0,136812.0,29886.0,1401121.0,115534.0,51207.0,1379044.0,128717.0,38074.0,1393026.0,110166.0,56280.0,1374565.0,108161.0,58359.0,1370027.0,91335.0,75321.0,1353237.0,92596.0,74130.0,1354462.0,93324.0,72969.0,1356953.0,81310.0,84973.0,1340800.0,70263.0,96268.0,1330596.0,59342.0,107282.0,1318832.0,78007.0,88138.0,1340862.0,61679.0,104329.0,1318834.0,56706.0,109664.0,1315507.0,35605.0,130875.0,1292763.0,155
133436.0,32363.0,1647528.0,128397.0,37387.0,1641031.0,147714.0,18242.0,1661411.0,128370.0,37579.0,1641004.0,102505.0,63082.0,1615581.0,128397.0,37387.0,1641031.0,130809.0,35120.0,1643062.0,128370.0,37579.0,1641004.0,73367.0,91977.0,1585462.0,93255.0,72290.0,1603432.0,114702.0,51187.0,1625527.0,93224.0,72683.0,1603401.0,47700.0,117357.0,1558860.0,63901.0,101364.0,1571671.0,100400.0,65440.0,1609811.0,62375.0,103473.0,1570148.0,31082.0,133725.0,1541266.0,44878.0,120056.0,1550301.0,89792.0,75999.0,1597788.0,41297.0,124481.0,1546728.0,150
150124.0,21530.0,1588821.0,131332.0,40289.0,1568507.0,148839.0,22888.0,1587042.0,154555.0,17169.0,1591730.0,129275.0,42259.0,1566959.0,131332.0,40289.0,1568507.0,126404.0,45268.0,1563113.0,154555.0,17169.0,1591730.0,109445.0,61964.0,1546123.0,93731.0,77715.0,1528402.0,104771.0,66829.0,1540009.0,138533.0,33131.0,1573201.0,90975.0,80327.0,1526630.0,61682.0,109567.0,1493881.0,84269.0,87246.0,1518048.0,123105.0,48480.0,1555296.0,74882.0,96330.0,1509499.0,46021.0,125036.0,1475745.0,66097.0,105323.0,1498431.0,109264.0,62228.0,1538973.0,151
150073.0,35131.0,2020103.0,131265.0,53922.0,1999572.0,160432.0,24898.0,2029878.0,157543.0,27786.0,2025850.0,116477.0,68557.0,1985399.0,131265.0,53922.0,1999572.0,136432.0,48862.0,2004175.0,157543.0,27786.0,2025850.0,85056.0,99809.0,1952872.0,82126.0,102855.0,1947625.0,113501.0,71754.0,1979545.0,132160.0,53127.0,1997659.0,58271.0,126456.0,1924953.0,47798.0,136975.0,1910497.0,93242.0,91971.0,1957590.0,108691.0,76548.0,1971390.0,41298.0,143296.0,1906842.0,34100.0,150493.0,1893976.0,78914.0,106256.0,1941567.0,89835.0,95350.0,1949711.0,152
200321.0,23629.0,1455536.0,179019.0,44895.0,1432855.0,198543.0,25502.0,1453437.0,204651.0,19382.0,1458487.0,177330.0,46467.0,1431511.0,179019.0,44895.0,1432855.0,173476.0,50516.0,1427009.0,204651.0,19382.0,1458487.0,155153.0,68479.0,1408319.0,136229.0,87479.0,1387673.0,149076.0,74851.0,1401263.0,186919.0,37046.0,1438363.0,133896.0,89562.0,1386061.0,96757.0,126721.0,1345845.0,125491.0,98363.0,1376341.0,169647.0,54231.0,1418735.0,113830.0,109478.0,1364973.0,67718.0,155513.0,1314475.0,103174.0,120605.0,1352691.0,152828.0,70950.0,1399585.0,153
198416.0,34852.0,2285291.0,174370.0,58875.0,2259458.0,202745.0,30602.0,2289137.0,205467.0,27877.0,2290555.0,165393.0,67758.0,2250980.0,174370.0,58875.0,2259458.0,173632.0,59665.0,2258267.0,205467.0,27877.0,2290555.0,134240.0,98799.0,2218534.0,120714.0,112364.0,2202760.0,146009.0,87223.0,2228905.0,179846.0,53443.0,2261892.0,105297.0,127639.0,2188290.0,75366.0,157535.0,2154385.0,119881.0,113278.0,2201046.0,155442.0,77777.0,2234461.0,80409.0,152460.0,2162066.0,51947.0,180778.0,2127941.0,97248.0,135838.0,2176684.0,133307.0,99833.0,2209301.0,154
160757.0,23841.0,1615622.0,150646.0,33925.0,1603872.0,156029.0,28635.0,1610250.0,141447.0,43215.0,1594673.0,138722.0,45755.0,1592621.0,150646.0,33925.0,1603872.0,128259.0,56357.0,1580865.0,141447.0,43215.0,1594673.0,117840.0,66502.0,1570790.0,118262.0,66143.0,1568907.0,101810.0,82746.0,1552818.0,100581.0,84029.0,1551229.0,98116.0,86087.0,1550125.0,88226.0,95987.0,1536326.0,79573.0,104917.0,1528997.0,63264.0,121279.0,1511370.0,80580.0,103493.0,1531642.0,67486.0,116526.0,1513064.0,65472.0,118941.0,1513322.0,38346.0,146120.0,1483934.0,155
109908.0,26331.0,1403316.0,104905.0,31316.0,1396853.0,121219.0,15167.0,1414054.0,106469.0,29914.0,1398417.0,84869.0,51177.0,1377418.0,104905.0,31316.0,1396853.0,107114.0,29232.0,1398513.0,106469.0,29914.0,1398417.0,61219.0,74618.0,1352927.0,75521.0,60467.0,1365177.0,93737.0,42553.0,1383728.0,78719.0,57620.0,1368375.0,40391.0,95261.0,1331239.0,51320.0,84403.0,1338732.0,82003.0,54212.0,1370616.0,54123.0,82154.0,1341535.0,26760.0,108740.0,1316718.0,36226.0,99237.0,1321407.0,73385.0,62753.0,1360630.0,36962.0,99229.0,1322143.0,150
